,발행회차,발행일자,기준월,평균 LTV,평균 DTI,조기상환율
5017,KHFCMB2017S-06,2017-03-15,2021-07,69.67,36.7,1.4696
5018,KHFCMB2017S-06,2017-03-15,2021-06,69.67,36.71,1.6055
5019,KHFCMB2017S-06,2017-03-15,2021-03,69.66,36.87,1.23
5020,KHFCMB2017S-06,2017-03-15,2021-02,69.66,37.0,0.63
5021,KHFCMB2017S-06,2017-03-15,2021-01,69.67,36.93,2.31
5022,KHFCMB2017S-06,2017-03-15,2020-12,69.67,36.98,2.27
5023,KHFCMB2017S-06,2017-03-15,2020-11,69.66,37.24,1.49
5024,KHFCMB2017S-06,2017-03-15,2020-10,69.66,37.23,2.09
5025,KHFCMB2017S-06,2017-03-15,2020-09,69.65,37.2,1.55
5026,KHFCMB2017S-06,2017-03-15,2020-08,69.66,37.3,1.11
5027,KHFCMB2017S-06,2017-03-15,2020-07,69.66,37.36,2.16
5028,KHFCMB2017S-06,2017-03-15,2020-06,69.65,37.48,1.92
5029,KHFCMB2017S-06,2017-03-15,2020-05,69.66,37.57,1.69
5030,KHFCMB2017S-06,2017-03-15,2020-04,69.67,37.66,1.11
5031,KHFCMB2017S-06,2017-03-15,2020-03,69.65,37.59,1.24
5032,KHFCMB2017S-06,2017-03-15,2020-02,69.63,37.65,1.99
5033,KHFCMB2017S-06,2017-03-15,2020-01,69.62,37.73,0.79
5034,KHFCMB2017S-06,2017-03-15,2019-12,69.62,37.76,1.45
5035,KHFCMB2017S-06,2017-03-15,2019-11,69.62,37.83,1.94
5036,KHFCMB2017S-06,2017-03-15,2019-10,69.62,37.8,1.84
5037,KHFCMB2017S-06,2017-03-15,2019-09,69.63,37.82,1.38
5038,KHFCMB2017S-06,2017-03-15,2019-08,69.63,37.97,1.11
5039,KHFCMB2017S-06,2017-03-15,2019-07,69.63,37.91,1.25
5040,KHFCMB2017S-06,2017-03-15,2019-06,69.61,37.98,0.66
5041,KHFCMB2017S-06,2017-03-15,2019-05,69.61,37.97,0.31
5042,KHFCMB2017S-06,2017-03-15,2019-04,69.61,37.95,0.99
5043,KHFCMB2017S-06,2017-03-15,2019-03,69.6,37.98,0.35
5044,KHFCMB2017S-06,2017-03-15,2019-02,69.6,37.97,0.57
5045,KHFCMB2017S-06,2017-03-15,2019-01,69.59,38.02,0.83
5046,KHFCMB2017S-06,2017-03-15,2018-12,69.59,38.05,0.47
5047,KHFCMB2017S-06,2017-03-15,2018-11,69.57,38.1,0.6
5048,KHFCMB2017S-06,2017-03-15,2018-10,69.57,38.13,0.64
5049,KHFCMB2017S-06,2017-03-15,2018-09,69.58,38.11,0.47
5050,KHFCMB2017S-06,2017-03-15,2018-08,69.58,38.18,1.14
5051,KHFCMB2017S-06,2017-03-15,2018-07,69.58,38.24,0.81
5052,KHFCMB2017S-06,2017-03-15,2018-06,69.58,38.22,0.71
5053,KHFCMB2017S-06,2017-03-15,2018-05,69.58,38.19,0.7
5054,KHFCMB2017S-06,2017-03-15,2018-04,69.58,38.21,0.62
5055,KHFCMB2017S-06,2017-03-15,2018-03,69.58,38.24,0.45
5056,KHFCMB2017S-06,2017-03-15,2018-02,69.58,38.23,0.47
5057,KHFCMB2017S-06,2017-03-15,2018-01,69.58,38.24,1.12
5058,KHFCMB2017S-06,2017-03-15,2017-12,69.58,38.24,0.6
5059,KHFCMB2017S-06,2017-03-15,2017-11,69.58,38.24,1.5
5060,KHFCMB2017S-06,2017-03-15,2017-10,69.59,38.31,1.01
5061,KHFCMB2017S-06,2017-03-15,2017-09,69.59,38.38,1.45
5062,KHFCMB2017S-06,2017-03-15,2017-08,69.58,38.47,1.32
5063,KHFCMB2017S-06,2017-03-15,2017-07,69.58,38.5,1.48
5064,KHFCMB2017S-06,2017-03-15,2017-06,69.58,38.51,1.11
5065,KHFCMB2017S-06,2017-03-15,2017-05,69.58,38.52,1.57
5066,KHFCMB2017S-06,2017-03-15,2017-04,69.57,38.53,2.15
5067,KHFCMB2017S-06,2017-03-15,2017-03,69.56,38.64,3.23
5068,KHFCMB2017S-05,2017-03-10,2022-06,59.74,27.94,0.6447
5069,KHFCMB2017S-05,2017-03-10,2022-05,59.73,27.94,0.5587
5070,KHFCMB2017S-05,2017-03-10,2022-04,59.72,27.95,0.5394
5071,KHFCMB2017S-05,2017-03-10,2022-03,59.7,27.95,0.8154
5072,KHFCMB2017S-05,2017-03-10,2022-02,59.78,28.0,0.7147
5073,KHFCMB2017S-05,2017-03-10,2022-01,59.81,27.98,0.7655
5074,KHFCMB2017S-05,2017-03-10,2021-12,59.78,27.99,0.8415
5075,KHFCMB2017S-05,2017-03-10,2021-11,59.78,27.99,1.0021
5076,KHFCMB2017S-05,2017-03-10,2021-10,59.78,28.03,0.8137
5077,KHFCMB2017S-05,2017-03-10,2021-09,59.77,28.05,1.0343
5078,KHFCMB2017S-05,2017-03-10,2021-08,59.76,28.04,1.0776
5079,KHFCMB2017S-05,2017-03-10,2021-07,59.76,28.04,1.0035
5080,KHFCMB2017S-05,2017-03-10,2021-06,59.74,28.03,1.0914
5081,KHFCMB2017S-05,2017-03-10,2021-03,59.63,27.99,1.4
5082,KHFCMB2017S-05,2017-03-10,2021-02,59.61,28.0,1.53
5083,KHFCMB2017S-05,2017-03-10,2021-01,59.57,28.04,1.53
5084,KHFCMB2017S-05,2017-03-10,2020-12,59.54,28.09,1.23
5085,KHFCMB2017S-05,2017-03-10,2020-11,59.53,28.07,1.54
5086,KHFCMB2017S-05,2017-03-10,2020-10,59.55,28.08,1.54
5087,KHFCMB2017S-05,2017-03-10,2020-09,59.52,28.11,1.66
5088,KHFCMB2017S-05,2017-03-10,2020-08,59.49,28.12,1.68
5089,KHFCMB2017S-05,2017-03-10,2020-07,59.49,28.17,1.6
5090,KHFCMB2017S-05,2017-03-10,2020-06,59.49,28.21,1.55
5091,KHFCMB2017S-05,2017-03-10,2020-05,59.44,28.21,1.48
5092,KHFCMB2017S-05,2017-03-10,2020-04,59.45,28.26,1.7
5093,KHFCMB2017S-05,2017-03-10,2020-03,59.42,28.27,2.13
5094,KHFCMB2017S-05,2017-03-10,2020-02,59.36,28.33,2.23
5095,KHFCMB2017S-05,2017-03-10,2020-01,59.4,28.36,2.08
5096,KHFCMB2017S-05,2017-03-10,2019-12,59.35,28.36,2.09
5097,KHFCMB2017S-05,2017-03-10,2019-11,59.31,28.4,1.71
5098,KHFCMB2017S-05,2017-03-10,2019-10,59.31,28.41,1.69
5099,KHFCMB2017S-05,2017-03-10,2019-09,59.3,28.46,1.31
5100,KHFCMB2017S-05,2017-03-10,2019-08,59.3,28.49,1.1
5101,KHFCMB2017S-05,2017-03-10,2019-07,59.27,28.53,0.97
5102,KHFCMB2017S-05,2017-03-10,2019-06,59.25,28.54,0.9
5103,KHFCMB2017S-05,2017-03-10,2019-05,59.23,28.55,0.51
5104,KHFCMB2017S-05,2017-03-10,2019-04,59.21,28.54,0.64
5105,KHFCMB2017S-05,2017-03-10,2019-03,59.18,28.54,0.68
5106,KHFCMB2017S-05,2017-03-10,2019-02,59.18,28.56,0.91
5107,KHFCMB2017S-05,2017-03-10,2019-01,59.16,28.55,0.97
5108,KHFCMB2017S-05,2017-03-10,2018-12,59.15,28.53,0.73
5109,KHFCMB2017S-05,2017-03-10,2018-11,59.12,28.54,0.75
5110,KHFCMB2017S-05,2017-03-10,2018-10,59.11,28.59,0.5
5111,KHFCMB2017S-05,2017-03-10,2018-09,59.08,28.6,0.28
5112,KHFCMB2017S-05,2017-03-10,2018-08,59.06,28.59,0.57
5113,KHFCMB2017S-05,2017-03-10,2018-07,59.04,28.61,0.44
5114,KHFCMB2017S-05,2017-03-10,2018-06,59.04,28.65,0.6
5115,KHFCMB2017S-05,2017-03-10,2018-05,59.02,28.65,0.57
5116,KHFCMB2017S-05,2017-03-10,2018-04,59.01,28.64,0.57
5117,KHFCMB2017S-05,2017-03-10,2018-03,58.99,28.66,0.57
5118,KHFCMB2017S-05,2017-03-10,2018-02,58.98,28.7,0.51
5119,KHFCMB2017S-05,2017-03-10,2018-01,58.95,28.67,0.51
5120,KHFCMB2017S-05,2017-03-10,2017-12,58.92,28.68,0.49
5121,KHFCMB2017S-05,2017-03-10,2017-11,58.9,28.7,0.44
5122,KHFCMB2017S-05,2017-03-10,2017-10,58.87,28.7,0.37
5123,KHFCMB2017S-05,2017-03-10,2017-09,58.86,28.71,0.54
5124,KHFCMB2017S-05,2017-03-10,2017-08,58.85,28.73,0.39
5125,KHFCMB2017S-05,2017-03-10,2017-07,58.83,28.74,0.55
5126,KHFCMB2017S-05,2017-03-10,2017-06,58.83,28.74,0.4
5127,KHFCMB2017S-05,2017-03-10,2017-05,58.83,28.76,0.38
5128,KHFCMB2017S-05,2017-03-10,2017-04,58.82,28.76,0.37
5129,KHFCMB2017S-05,2017-03-10,2017-03,58.8,28.77,0.41
5130,KHFCMB2017S-04,2017-02-17,2022-06,60.34,29.03,0.6215
5131,KHFCMB2017S-04,2017-02-17,2022-05,60.32,29.06,0.5242
5132,KHFCMB2017S-04,2017-02-17,2022-04,60.31,29.06,0.6539
5133,KHFCMB2017S-04,2017-02-17,2022-03,60.31,29.05,0.4908
5134,KHFCMB2017S-04,2017-02-17,2022-02,60.28,29.03,0.7532
5135,KHFCMB2017S-04,2017-02-17,2022-01,60.43,29.22,0.6013
5136,KHFCMB2017S-04,2017-02-17,2021-12,60.42,29.23,0.7234
5137,KHFCMB2017S-04,2017-02-17,2021-11,60.38,29.24,0.9236
5138,KHFCMB2017S-04,2017-02-17,2021-10,60.34,29.24,1.1097
5139,KHFCMB2017S-04,2017-02-17,2021-09,60.32,29.29,1.2869
5140,KHFCMB2017S-04,2017-02-17,2021-08,60.29,29.3,1.0525
5141,KHFCMB2017S-04,2017-02-17,2021-07,60.29,29.34,1.0492
5142,KHFCMB2017S-04,2017-02-17,2021-06,60.3,29.34,1.1754
5143,KHFCMB2017S-04,2017-02-17,2021-03,60.25,29.41,1.57
5144,KHFCMB2017S-04,2017-02-17,2021-02,60.27,29.44,1.53
5145,KHFCMB2017S-04,2017-02-17,2021-01,60.25,29.46,1.39
5146,KHFCMB2017S-04,2017-02-17,2020-12,60.22,29.45,1.7
5147,KHFCMB2017S-04,2017-02-17,2020-11,60.19,29.44,1.46
5148,KHFCMB2017S-04,2017-02-17,2020-10,60.18,29.48,1.43
5149,KHFCMB2017S-04,2017-02-17,2020-09,60.18,29.46,1.67
5150,KHFCMB2017S-04,2017-02-17,2020-08,60.16,29.46,1.47
5151,KHFCMB2017S-04,2017-02-17,2020-07,60.13,29.47,1.6
5152,KHFCMB2017S-04,2017-02-17,2020-06,60.1,29.46,1.55
5153,KHFCMB2017S-04,2017-02-17,2020-05,60.12,29.51,1.46
5154,KHFCMB2017S-04,2017-02-17,2020-04,60.12,29.54,1.35
5155,KHFCMB2017S-04,2017-02-17,2020-03,60.09,29.6,1.61
5156,KHFCMB2017S-04,2017-02-17,2020-02,60.07,29.63,2.27
5157,KHFCMB2017S-04,2017-02-17,2020-01,60.05,29.66,1.86
5158,KHFCMB2017S-04,2017-02-17,2019-12,59.99,29.68,2.03
5159,KHFCMB2017S-04,2017-02-17,2019-11,59.97,29.69,1.86
5160,KHFCMB2017S-04,2017-02-17,2019-10,59.94,29.69,1.59
5161,KHFCMB2017S-04,2017-02-17,2019-09,59.92,29.72,1.04
5162,KHFCMB2017S-04,2017-02-17,2019-08,59.9,29.75,0.95
5163,KHFCMB2017S-04,2017-02-17,2019-07,59.88,29.74,1.04
5164,KHFCMB2017S-04,2017-02-17,2019-06,59.87,29.75,0.66
5165,KHFCMB2017S-04,2017-02-17,2019-05,59.85,29.77,0.77
5166,KHFCMB2017S-04,2017-02-17,2019-04,59.83,29.78,0.79
5167,KHFCMB2017S-04,2017-02-17,2019-03,59.82,29.79,0.8
5168,KHFCMB2017S-04,2017-02-17,2019-02,59.79,29.78,0.8
5169,KHFCMB2017S-04,2017-02-17,2019-01,59.75,29.77,0.63
5170,KHFCMB2017S-04,2017-02-17,2018-12,59.74,29.81,0.73
5171,KHFCMB2017S-04,2017-02-17,2018-11,59.71,29.81,0.7
5172,KHFCMB2017S-04,2017-02-17,2018-10,59.7,29.81,0.67
5173,KHFCMB2017S-04,2017-02-17,2018-09,59.65,29.8,0.54
5174,KHFCMB2017S-04,2017-02-17,2018-08,59.64,29.82,0.62
5175,KHFCMB2017S-04,2017-02-17,2018-07,59.62,29.82,0.54
5176,KHFCMB2017S-04,2017-02-17,2018-06,59.6,29.84,0.48
5177,KHFCMB2017S-04,2017-02-17,2018-05,59.59,29.85,0.53
5178,KHFCMB2017S-04,2017-02-17,2018-04,59.57,29.87,0.52
5179,KHFCMB2017S-04,2017-02-17,2018-03,59.56,29.89,0.65
5180,KHFCMB2017S-04,2017-02-17,2018-02,59.55,29.91,0.54
5181,KHFCMB2017S-04,2017-02-17,2018-01,59.52,29.9,0.61
5182,KHFCMB2017S-04,2017-02-17,2017-12,59.5,29.9,0.5
5183,KHFCMB2017S-04,2017-02-17,2017-11,59.47,29.91,0.48
5184,KHFCMB2017S-04,2017-02-17,2017-10,59.45,29.92,0.35
5185,KHFCMB2017S-04,2017-02-17,2017-09,59.44,29.92,0.43
5186,KHFCMB2017S-04,2017-02-17,2017-08,59.43,29.93,0.71
5187,KHFCMB2017S-04,2017-02-17,2017-07,59.4,29.99,0.4
5188,KHFCMB2017S-04,2017-02-17,2017-06,59.38,30.0,0.45
5189,KHFCMB2017S-04,2017-02-17,2017-05,59.37,30.02,0.52
5190,KHFCMB2017S-04,2017-02-17,2017-04,59.36,30.04,0.53
5191,KHFCMB2017S-04,2017-02-17,2017-03,59.35,30.04,0.58
5192,KHFCMB2017S-04,2017-02-17,2017-02,59.34,30.04,0.58
5193,KHFCMB2017S-03,2017-02-06,2022-06,60.28,28.46,0.3899
5194,KHFCMB2017S-03,2017-02-06,2022-05,60.27,28.46,0.5199
5195,KHFCMB2017S-03,2017-02-06,2022-04,60.27,28.45,0.41
5196,KHFCMB2017S-03,2017-02-06,2022-03,60.26,28.45,0.5959
5197,KHFCMB2017S-03,2017-02-06,2022-02,60.24,28.43,0.7844
5198,KHFCMB2017S-03,2017-02-06,2022-01,60.25,28.44,0.6504
5199,KHFCMB2017S-03,2017-02-06,2021-12,60.24,28.44,0.6585
5200,KHFCMB2017S-03,2017-02-06,2021-11,60.24,28.45,0.9381
5201,KHFCMB2017S-03,2017-02-06,2021-10,60.23,28.44,0.982
5202,KHFCMB2017S-03,2017-02-06,2021-09,60.21,28.44,1.0088
5203,KHFCMB2017S-03,2017-02-06,2021-08,60.21,28.43,1.1834
5204,KHFCMB2017S-03,2017-02-06,2021-07,60.21,28.46,0.8321
5205,KHFCMB2017S-03,2017-02-06,2021-06,60.21,28.45,0.8876
5206,KHFCMB2017S-03,2017-02-06,2021-03,60.18,28.46,1.23
5207,KHFCMB2017S-03,2017-02-06,2021-02,60.14,28.45,1.6
5208,KHFCMB2017S-03,2017-02-06,2021-01,60.1,28.49,1.54
5209,KHFCMB2017S-03,2017-02-06,2020-12,60.06,28.52,1.63
5210,KHFCMB2017S-03,2017-02-06,2020-11,60.03,28.5,1.64
5211,KHFCMB2017S-03,2017-02-06,2020-10,60.06,28.53,1.7
5212,KHFCMB2017S-03,2017-02-06,2020-09,60.03,28.53,1.65
5213,KHFCMB2017S-03,2017-02-06,2020-08,60.01,28.54,1.34
5214,KHFCMB2017S-03,2017-02-06,2020-07,60.01,28.54,1.41
5215,KHFCMB2017S-03,2017-02-06,2020-06,59.97,28.51,1.34
5216,KHFCMB2017S-03,2017-02-06,2020-05,59.96,28.51,1.01
5217,KHFCMB2017S-03,2017-02-06,2020-04,59.94,28.53,1.45
5218,KHFCMB2017S-03,2017-02-06,2020-03,59.95,28.54,1.5
5219,KHFCMB2017S-03,2017-02-06,2020-02,59.93,28.59,2.27
5220,KHFCMB2017S-03,2017-02-06,2020-01,59.94,28.61,1.86
5221,KHFCMB2017S-03,2017-02-06,2019-12,59.92,28.66,2.32
5222,KHFCMB2017S-03,2017-02-06,2019-11,59.87,28.69,1.95
5223,KHFCMB2017S-03,2017-02-06,2019-10,59.84,28.74,1.64
5224,KHFCMB2017S-03,2017-02-06,2019-09,59.82,28.75,1.0
5225,KHFCMB2017S-03,2017-02-06,2019-08,59.8,28.79,1.0
5226,KHFCMB2017S-03,2017-02-06,2019-07,59.79,28.8,0.96
5227,KHFCMB2017S-03,2017-02-06,2019-06,59.77,28.82,0.66
5228,KHFCMB2017S-03,2017-02-06,2019-05,59.76,28.83,0.68
5229,KHFCMB2017S-03,2017-02-06,2019-04,59.75,28.86,0.67
5230,KHFCMB2017S-03,2017-02-06,2019-03,59.75,28.86,0.65
5231,KHFCMB2017S-03,2017-02-06,2019-02,59.73,28.86,0.95
5232,KHFCMB2017S-03,2017-02-06,2019-01,59.72,28.87,0.72
5233,KHFCMB2017S-03,2017-02-06,2018-12,59.71,28.9,0.66
5234,KHFCMB2017S-03,2017-02-06,2018-11,59.71,28.89,0.97
5235,KHFCMB2017S-03,2017-02-06,2018-10,59.73,28.92,0.81
5236,KHFCMB2017S-03,2017-02-06,2018-09,59.71,28.93,0.44
5237,KHFCMB2017S-03,2017-02-06,2018-08,59.71,28.92,0.53
5238,KHFCMB2017S-03,2017-02-06,2018-07,59.7,28.92,0.51
5239,KHFCMB2017S-03,2017-02-06,2018-06,59.69,28.92,0.43
5240,KHFCMB2017S-03,2017-02-06,2018-05,59.68,28.93,0.42
5241,KHFCMB2017S-03,2017-02-06,2018-04,59.66,28.93,0.38
5242,KHFCMB2017S-03,2017-02-06,2018-03,59.64,28.94,0.62
5243,KHFCMB2017S-03,2017-02-06,2018-02,59.61,28.96,0.44
5244,KHFCMB2017S-03,2017-02-06,2018-01,59.59,28.95,0.42
5245,KHFCMB2017S-03,2017-02-06,2017-12,59.57,28.95,0.48
5246,KHFCMB2017S-03,2017-02-06,2017-11,59.56,28.97,0.43
5247,KHFCMB2017S-03,2017-02-06,2017-10,59.54,28.98,0.42
5248,KHFCMB2017S-03,2017-02-06,2017-09,59.53,28.97,0.44
5249,KHFCMB2017S-03,2017-02-06,2017-08,59.52,28.97,0.56
5250,KHFCMB2017S-03,2017-02-06,2017-07,59.51,28.97,0.34
5251,KHFCMB2017S-03,2017-02-06,2017-06,59.5,28.96,0.5
5252,KHFCMB2017S-03,2017-02-06,2017-05,59.49,28.97,0.32
5253,KHFCMB2017S-03,2017-02-06,2017-04,59.48,28.99,0.4
5254,KHFCMB2017S-03,2017-02-06,2017-03,59.47,28.99,0.34
5255,KHFCMB2017S-03,2017-02-06,2017-02,59.45,29.0,0.49
5256,KHFCMB2017S-02,2017-01-20,2022-06,58.97,27.65,0.5069
5257,KHFCMB2017S-02,2017-01-20,2022-05,58.98,27.66,0.5221
5258,KHFCMB2017S-02,2017-01-20,2022-04,58.97,27.69,0.3936
5259,KHFCMB2017S-02,2017-01-20,2022-03,58.97,27.69,0.5743
5260,KHFCMB2017S-02,2017-01-20,2022-02,58.95,27.7,0.7661
5261,KHFCMB2017S-02,2017-01-20,2022-01,58.94,27.7,0.7256
5262,KHFCMB2017S-02,2017-01-20,2021-12,59.01,27.82,0.5276
5263,KHFCMB2017S-02,2017-01-20,2021-11,59.01,27.86,0.6991
5264,KHFCMB2017S-02,2017-01-20,2021-10,59.01,27.86,1.0503
5265,KHFCMB2017S-02,2017-01-20,2021-09,58.99,27.86,1.0687
5266,KHFCMB2017S-02,2017-01-20,2021-08,58.98,27.83,1.0285
5267,KHFCMB2017S-02,2017-01-20,2021-07,58.97,27.85,1.0744
5268,KHFCMB2017S-02,2017-01-20,2021-06,58.96,27.88,0.9092
5269,KHFCMB2017S-02,2017-01-20,2021-03,58.95,27.91,1.46
5270,KHFCMB2017S-02,2017-01-20,2021-02,58.95,27.91,1.22
5271,KHFCMB2017S-02,2017-01-20,2021-01,58.93,27.88,1.26
5272,KHFCMB2017S-02,2017-01-20,2020-12,58.88,27.85,1.42
5273,KHFCMB2017S-02,2017-01-20,2020-11,58.85,27.83,1.2
5274,KHFCMB2017S-02,2017-01-20,2020-10,58.84,27.83,1.44
5275,KHFCMB2017S-02,2017-01-20,2020-09,58.83,27.83,1.47
5276,KHFCMB2017S-02,2017-01-20,2020-08,58.8,27.83,1.37
5277,KHFCMB2017S-02,2017-01-20,2020-07,58.78,27.82,1.71
5278,KHFCMB2017S-02,2017-01-20,2020-06,58.77,27.84,1.3
5279,KHFCMB2017S-02,2017-01-20,2020-05,58.72,27.81,1.18
5280,KHFCMB2017S-02,2017-01-20,2020-04,58.71,27.81,1.29
5281,KHFCMB2017S-02,2017-01-20,2020-03,58.7,27.79,1.48
5282,KHFCMB2017S-02,2017-01-20,2020-02,58.65,27.78,1.76
5283,KHFCMB2017S-02,2017-01-20,2020-01,58.61,27.8,1.61
5284,KHFCMB2017S-02,2017-01-20,2019-12,58.56,27.8,1.95
5285,KHFCMB2017S-02,2017-01-20,2019-11,58.51,27.8,2.04
5286,KHFCMB2017S-02,2017-01-20,2019-10,58.47,27.81,1.49
5287,KHFCMB2017S-02,2017-01-20,2019-09,58.43,27.8,1.21
5288,KHFCMB2017S-02,2017-01-20,2019-08,58.39,27.81,0.99
5289,KHFCMB2017S-02,2017-01-20,2019-07,58.4,27.83,0.88
5290,KHFCMB2017S-02,2017-01-20,2019-06,58.41,27.83,0.52
5291,KHFCMB2017S-02,2017-01-20,2019-05,58.4,27.84,0.53
5292,KHFCMB2017S-02,2017-01-20,2019-04,58.38,27.85,0.61
5293,KHFCMB2017S-02,2017-01-20,2019-03,58.35,27.86,0.56
5294,KHFCMB2017S-02,2017-01-20,2019-02,58.34,27.87,0.67
5295,KHFCMB2017S-02,2017-01-20,2019-01,58.31,27.86,0.46
5296,KHFCMB2017S-02,2017-01-20,2018-12,58.29,27.87,0.79
5297,KHFCMB2017S-02,2017-01-20,2018-11,58.27,27.92,0.71
5298,KHFCMB2017S-02,2017-01-20,2018-10,58.27,27.92,0.79
5299,KHFCMB2017S-02,2017-01-20,2018-09,58.25,27.93,0.29
5300,KHFCMB2017S-02,2017-01-20,2018-08,58.24,27.94,0.51
5301,KHFCMB2017S-02,2017-01-20,2018-07,58.22,27.95,0.41
5302,KHFCMB2017S-02,2017-01-20,2018-06,58.19,27.96,0.38
5303,KHFCMB2017S-02,2017-01-20,2018-05,58.17,27.96,0.48
5304,KHFCMB2017S-02,2017-01-20,2018-04,58.17,27.98,0.49
5305,KHFCMB2017S-02,2017-01-20,2018-03,58.16,27.98,0.48
5306,KHFCMB2017S-02,2017-01-20,2018-02,58.14,27.96,0.62
5307,KHFCMB2017S-02,2017-01-20,2018-01,58.1,27.97,0.51
5308,KHFCMB2017S-02,2017-01-20,2017-12,58.06,27.97,0.48
5309,KHFCMB2017S-02,2017-01-20,2017-11,58.04,27.96,0.44
5310,KHFCMB2017S-02,2017-01-20,2017-10,58.01,27.94,0.38
5311,KHFCMB2017S-02,2017-01-20,2017-09,57.99,27.94,0.47
5312,KHFCMB2017S-02,2017-01-20,2017-08,57.98,27.96,0.44
5313,KHFCMB2017S-02,2017-01-20,2017-07,57.97,27.97,0.4
5314,KHFCMB2017S-02,2017-01-20,2017-06,57.97,27.97,0.47
5315,KHFCMB2017S-02,2017-01-20,2017-05,57.96,27.97,0.31
5316,KHFCMB2017S-02,2017-01-20,2017-04,57.94,27.97,0.26
5317,KHFCMB2017S-02,2017-01-20,2017-03,57.93,27.96,0.4
5318,KHFCMB2017S-02,2017-01-20,2017-02,57.91,27.96,0.36
5319,KHFCMB2017S-02,2017-01-20,2017-01,57.88,27.95,0.13
5320,KHFCMB2017S-01,2017-01-06,2022-06,60.96,29.23,0.6088
5321,KHFCMB2017S-01,2017-01-06,2022-05,60.95,29.22,0.614
5322,KHFCMB2017S-01,2017-01-06,2022-04,60.93,29.21,0.809
5323,KHFCMB2017S-01,2017-01-06,2022-03,60.9,29.22,0.4813
5324,KHFCMB2017S-01,2017-01-06,2022-02,60.89,29.21,0.6583
5325,KHFCMB2017S-01,2017-01-06,2022-01,60.87,29.21,0.661
5326,KHFCMB2017S-01,2017-01-06,2021-12,60.95,29.29,0.8541
5327,KHFCMB2017S-01,2017-01-06,2021-11,60.95,29.28,1.188
5328,KHFCMB2017S-01,2017-01-06,2021-10,60.96,29.3,1.0301
5329,KHFCMB2017S-01,2017-01-06,2021-09,60.98,29.34,1.2035
5330,KHFCMB2017S-01,2017-01-06,2021-08,60.95,29.33,1.0719
5331,KHFCMB2017S-01,2017-01-06,2021-07,60.93,29.32,0.938
5332,KHFCMB2017S-01,2017-01-06,2021-06,60.92,29.32,1.1411
5333,KHFCMB2017S-01,2017-01-06,2021-03,60.92,29.33,1.55
5334,KHFCMB2017S-01,2017-01-06,2021-02,60.92,29.33,1.4
5335,KHFCMB2017S-01,2017-01-06,2021-01,60.89,29.34,1.39
5336,KHFCMB2017S-01,2017-01-06,2020-12,60.85,29.35,1.57
5337,KHFCMB2017S-01,2017-01-06,2020-11,60.83,29.38,1.45
5338,KHFCMB2017S-01,2017-01-06,2020-10,60.79,29.4,1.72
5339,KHFCMB2017S-01,2017-01-06,2020-09,60.75,29.42,1.76
5340,KHFCMB2017S-01,2017-01-06,2020-08,60.77,29.44,1.91
5341,KHFCMB2017S-01,2017-01-06,2020-07,60.72,29.44,1.56
5342,KHFCMB2017S-01,2017-01-06,2020-06,60.71,29.47,1.58
5343,KHFCMB2017S-01,2017-01-06,2020-05,60.71,29.5,1.45
5344,KHFCMB2017S-01,2017-01-06,2020-04,60.72,29.54,1.8
5345,KHFCMB2017S-01,2017-01-06,2020-03,60.73,29.57,1.89
5346,KHFCMB2017S-01,2017-01-06,2020-02,60.67,29.58,2.35
5347,KHFCMB2017S-01,2017-01-06,2020-01,60.61,29.56,1.49
5348,KHFCMB2017S-01,2017-01-06,2019-12,60.55,29.56,1.89
5349,KHFCMB2017S-01,2017-01-06,2019-11,60.51,29.55,2.05
5350,KHFCMB2017S-01,2017-01-06,2019-10,60.5,29.56,2.35
5351,KHFCMB2017S-01,2017-01-06,2019-09,60.47,29.64,1.51
5352,KHFCMB2017S-01,2017-01-06,2019-08,60.47,29.69,1.3
5353,KHFCMB2017S-01,2017-01-06,2019-07,60.44,29.7,1.11
5354,KHFCMB2017S-01,2017-01-06,2019-06,60.42,29.73,0.96
5355,KHFCMB2017S-01,2017-01-06,2019-05,60.41,29.74,0.71
5356,KHFCMB2017S-01,2017-01-06,2019-04,60.38,29.76,0.79
5357,KHFCMB2017S-01,2017-01-06,2019-03,60.35,29.76,0.7
5358,KHFCMB2017S-01,2017-01-06,2019-02,60.34,29.76,0.8
5359,KHFCMB2017S-01,2017-01-06,2019-01,60.33,29.77,0.85
5360,KHFCMB2017S-01,2017-01-06,2018-12,60.3,29.78,0.83
5361,KHFCMB2017S-01,2017-01-06,2018-11,60.31,29.79,1.14
5362,KHFCMB2017S-01,2017-01-06,2018-10,60.31,29.8,0.9
5363,KHFCMB2017S-01,2017-01-06,2018-09,60.29,29.83,0.58
5364,KHFCMB2017S-01,2017-01-06,2018-08,60.28,29.86,0.65
5365,KHFCMB2017S-01,2017-01-06,2018-07,60.27,29.87,0.59
5366,KHFCMB2017S-01,2017-01-06,2018-06,60.25,29.88,0.51
5367,KHFCMB2017S-01,2017-01-06,2018-05,60.23,29.89,0.66
5368,KHFCMB2017S-01,2017-01-06,2018-04,60.23,29.89,0.49
5369,KHFCMB2017S-01,2017-01-06,2018-03,60.21,29.88,0.67
5370,KHFCMB2017S-01,2017-01-06,2018-02,60.19,29.9,0.7
5371,KHFCMB2017S-01,2017-01-06,2018-01,60.17,29.92,0.58
5372,KHFCMB2017S-01,2017-01-06,2017-12,60.14,29.92,0.65
