,발행회차,발행일자,기준월,평균 LTV,평균 DTI,조기상환율
13458,KHFCMB2013S-23,2013-07-23,2014-12,56.99,34.62,2.67
13459,KHFCMB2013S-23,2013-07-23,2014-11,57.01,34.65,2.56
13460,KHFCMB2013S-23,2013-07-23,2014-10,57.01,34.64,2.38
13461,KHFCMB2013S-23,2013-07-23,2014-09,57.03,34.61,2.29
13462,KHFCMB2013S-23,2013-07-23,2014-08,57.01,34.68,2.11
13463,KHFCMB2013S-23,2013-07-23,2014-07,57.02,34.66,1.04
13464,KHFCMB2013S-23,2013-07-23,2014-06,57.01,34.69,1.15
13465,KHFCMB2013S-23,2013-07-23,2014-05,57.01,34.69,1.4
13466,KHFCMB2013S-23,2013-07-23,2014-04,56.99,34.71,1.22
13467,KHFCMB2013S-23,2013-07-23,2014-03,56.98,34.69,1.17
13468,KHFCMB2013S-23,2013-07-23,2014-02,56.96,34.67,1.32
13469,KHFCMB2013S-23,2013-07-23,2014-01,56.93,34.63,0.92
13470,KHFCMB2013S-23,2013-07-23,2013-12,56.94,34.63,1.06
13471,KHFCMB2013S-23,2013-07-23,2013-11,56.94,34.62,0.71
13472,KHFCMB2013S-23,2013-07-23,2013-10,56.94,34.64,0.79
13473,KHFCMB2013S-23,2013-07-23,2013-09,56.92,34.64,0.55
13474,KHFCMB2013S-23,2013-07-23,2013-08,56.9,34.62,0.48
13475,KHFCMB2013S-23,2013-07-23,2013-07,56.9,34.62,0.36
13476,KHFCMB2013S-22,2013-06-20,2022-06,63.13,28.9,0.2393
13477,KHFCMB2013S-22,2013-06-20,2022-05,63.1,28.92,0.8056
13478,KHFCMB2013S-22,2013-06-20,2022-04,63.05,28.93,1.473
13479,KHFCMB2013S-22,2013-06-20,2022-03,62.96,28.91,0.2809
13480,KHFCMB2013S-22,2013-06-20,2022-02,62.9,28.9,0.3571
13481,KHFCMB2013S-22,2013-06-20,2022-01,62.86,28.93,1.5932
13482,KHFCMB2013S-22,2013-06-20,2021-12,62.93,28.93,2.4493
13483,KHFCMB2013S-22,2013-06-20,2021-11,62.98,28.97,1.7733
13484,KHFCMB2013S-22,2013-06-20,2021-10,62.95,29.06,1.1039
13485,KHFCMB2013S-22,2013-06-20,2021-09,62.94,29.13,1.7217
13486,KHFCMB2013S-22,2013-06-20,2021-08,62.99,29.19,0.8565
13487,KHFCMB2013S-22,2013-06-20,2021-07,62.88,29.24,0.0997
13488,KHFCMB2013S-22,2013-06-20,2021-06,62.87,29.24,0.46
13489,KHFCMB2013S-22,2013-06-20,2021-03,62.96,29.43,1.4
13490,KHFCMB2013S-22,2013-06-20,2021-02,62.86,29.33,1.68
13491,KHFCMB2013S-22,2013-06-20,2021-01,62.88,29.27,0.91
13492,KHFCMB2013S-22,2013-06-20,2020-12,62.83,29.28,2.58
13493,KHFCMB2013S-22,2013-06-20,2020-11,63.02,29.32,2.68
13494,KHFCMB2013S-22,2013-06-20,2020-10,63.14,29.48,3.73
13495,KHFCMB2013S-22,2013-06-20,2020-09,62.84,29.64,2.47
13496,KHFCMB2013S-22,2013-06-20,2020-08,62.72,30.18,1.84
13497,KHFCMB2013S-22,2013-06-20,2020-07,62.81,30.08,1.86
13498,KHFCMB2013S-22,2013-06-20,2020-06,62.81,30.14,1.14
13499,KHFCMB2013S-22,2013-06-20,2020-05,62.82,30.15,1.46
13500,KHFCMB2013S-22,2013-06-20,2020-04,62.69,30.05,2.07
13501,KHFCMB2013S-22,2013-06-20,2020-03,62.74,30.14,2.94
13502,KHFCMB2013S-22,2013-06-20,2020-02,62.91,30.19,2.15
13503,KHFCMB2013S-22,2013-06-20,2020-01,62.93,30.39,0.79
13504,KHFCMB2013S-22,2013-06-20,2019-12,62.86,30.44,0.94
13505,KHFCMB2013S-22,2013-06-20,2019-11,62.81,30.39,1.18
13506,KHFCMB2013S-22,2013-06-20,2019-10,62.69,30.39,3.07
13507,KHFCMB2013S-22,2013-06-20,2019-09,62.74,30.38,3.08
13508,KHFCMB2013S-22,2013-06-20,2019-08,62.48,30.45,1.57
13509,KHFCMB2013S-22,2013-06-20,2019-07,62.43,30.76,1.77
13510,KHFCMB2013S-22,2013-06-20,2019-06,62.27,30.84,0.96
13511,KHFCMB2013S-22,2013-06-20,2019-05,62.26,30.83,1.77
13512,KHFCMB2013S-22,2013-06-20,2019-04,62.24,30.79,2.2
13513,KHFCMB2013S-22,2013-06-20,2019-03,62.24,30.74,1.65
13514,KHFCMB2013S-22,2013-06-20,2019-02,62.2,30.71,1.51
13515,KHFCMB2013S-22,2013-06-20,2019-01,62.12,30.66,0.59
13516,KHFCMB2013S-22,2013-06-20,2018-12,62.12,30.68,1.3
13517,KHFCMB2013S-22,2013-06-20,2018-11,62.08,30.65,1.82
13518,KHFCMB2013S-22,2013-06-20,2018-10,62.12,30.62,1.8
13519,KHFCMB2013S-22,2013-06-20,2018-09,62.03,30.56,0.46
13520,KHFCMB2013S-22,2013-06-20,2018-08,62.02,30.57,2.04
13521,KHFCMB2013S-22,2013-06-20,2018-07,62.07,30.65,1.47
13522,KHFCMB2013S-22,2013-06-20,2018-06,62.04,30.7,1.2
13523,KHFCMB2013S-22,2013-06-20,2018-05,61.95,30.7,1.38
13524,KHFCMB2013S-22,2013-06-20,2018-04,61.94,30.72,1.09
13525,KHFCMB2013S-22,2013-06-20,2018-03,61.88,30.82,1.59
13526,KHFCMB2013S-22,2013-06-20,2018-02,61.86,30.88,1.19
13527,KHFCMB2013S-22,2013-06-20,2018-01,61.89,30.87,2.07
13528,KHFCMB2013S-22,2013-06-20,2017-12,61.86,30.71,0.95
13529,KHFCMB2013S-22,2013-06-20,2017-11,61.86,30.67,1.24
13530,KHFCMB2013S-22,2013-06-20,2017-10,61.83,30.61,1.34
13531,KHFCMB2013S-22,2013-06-20,2017-09,61.87,30.59,2.11
13532,KHFCMB2013S-22,2013-06-20,2017-08,61.83,30.72,2.77
13533,KHFCMB2013S-22,2013-06-20,2017-07,61.87,30.68,2.07
13534,KHFCMB2013S-22,2013-06-20,2017-06,61.8,30.59,1.89
13535,KHFCMB2013S-22,2013-06-20,2017-05,61.82,30.59,2.69
13536,KHFCMB2013S-22,2013-06-20,2017-04,61.85,30.64,2.93
13537,KHFCMB2013S-22,2013-06-20,2017-03,61.76,30.57,1.94
13538,KHFCMB2013S-22,2013-06-20,2017-02,61.78,30.55,3.22
13539,KHFCMB2013S-22,2013-06-20,2017-01,61.76,30.61,2.3
13540,KHFCMB2013S-22,2013-06-20,2016-12,61.8,30.58,1.38
13541,KHFCMB2013S-22,2013-06-20,2016-11,61.74,30.7,3.48
13542,KHFCMB2013S-22,2013-06-20,2016-10,61.66,30.86,4.58
13543,KHFCMB2013S-22,2013-06-20,2016-09,61.68,30.98,4.38
13544,KHFCMB2013S-22,2013-06-20,2016-08,61.65,30.96,8.9
13545,KHFCMB2013S-22,2013-06-20,2016-07,61.78,30.62,5.97
13546,KHFCMB2013S-22,2013-06-20,2016-06,61.62,30.53,6.21
13547,KHFCMB2013S-22,2013-06-20,2016-05,61.58,30.28,6.34
13548,KHFCMB2013S-22,2013-06-20,2016-04,61.72,30.32,6.51
13549,KHFCMB2013S-22,2013-06-20,2016-03,61.79,30.39,4.47
13550,KHFCMB2013S-22,2013-06-20,2016-02,61.77,30.53,3.79
13551,KHFCMB2013S-22,2013-06-20,2016-01,61.71,30.57,3.92
13552,KHFCMB2013S-22,2013-06-20,2015-12,61.66,30.63,4.05
13553,KHFCMB2013S-22,2013-06-20,2015-11,61.68,30.89,4.11
13554,KHFCMB2013S-22,2013-06-20,2015-10,61.75,30.94,4.48
13555,KHFCMB2013S-22,2013-06-20,2015-09,61.78,30.97,4.02
13556,KHFCMB2013S-22,2013-06-20,2015-08,61.84,30.81,3.93
13557,KHFCMB2013S-22,2013-06-20,2015-07,61.89,30.93,4.67
13558,KHFCMB2013S-22,2013-06-20,2015-06,61.91,30.89,7.08
13559,KHFCMB2013S-22,2013-06-20,2015-05,61.85,30.79,6.74
13560,KHFCMB2013S-22,2013-06-20,2015-04,61.87,30.88,9.23
13561,KHFCMB2013S-22,2013-06-20,2015-03,61.9,30.7,4.52
13562,KHFCMB2013S-22,2013-06-20,2015-02,61.76,30.77,2.93
13563,KHFCMB2013S-22,2013-06-20,2015-01,61.7,30.72,2.23
13564,KHFCMB2013S-22,2013-06-20,2014-12,61.62,30.73,2.79
13565,KHFCMB2013S-22,2013-06-20,2014-11,61.65,30.87,3.04
13566,KHFCMB2013S-22,2013-06-20,2014-10,61.65,30.86,2.54
13567,KHFCMB2013S-22,2013-06-20,2014-09,61.63,31.01,1.19
13568,KHFCMB2013S-22,2013-06-20,2014-08,61.63,30.97,1.86
13569,KHFCMB2013S-22,2013-06-20,2014-07,61.59,31.15,1.33
13570,KHFCMB2013S-22,2013-06-20,2014-06,61.57,31.14,0.65
13571,KHFCMB2013S-22,2013-06-20,2014-05,61.58,31.14,1.02
13572,KHFCMB2013S-22,2013-06-20,2014-04,61.58,31.13,1.32
13573,KHFCMB2013S-22,2013-06-20,2014-03,61.57,31.09,1.0
13574,KHFCMB2013S-22,2013-06-20,2014-02,61.53,31.09,0.64
13575,KHFCMB2013S-22,2013-06-20,2014-01,61.52,31.07,0.67
13576,KHFCMB2013S-22,2013-06-20,2013-12,61.49,31.06,1.05
13577,KHFCMB2013S-22,2013-06-20,2013-11,61.49,31.05,0.44
13578,KHFCMB2013S-22,2013-06-20,2013-10,61.46,31.07,0.54
13579,KHFCMB2013S-22,2013-06-20,2013-09,61.45,31.08,0.48
13580,KHFCMB2013S-22,2013-06-20,2013-08,61.42,31.07,0.39
13581,KHFCMB2013S-22,2013-06-20,2013-07,61.42,31.06,0.27
13582,KHFCMB2013S-22,2013-06-20,2013-06,61.4,31.08,0.28
13583,KHFCMB2013S-21,2013-06-13,2022-06,61.56,28.75,1.0153
13584,KHFCMB2013S-21,2013-06-13,2022-05,61.54,28.76,0.6892
13585,KHFCMB2013S-21,2013-06-13,2022-04,61.47,28.77,0.578
13586,KHFCMB2013S-21,2013-06-13,2022-03,61.36,28.81,0.7673
13587,KHFCMB2013S-21,2013-06-13,2022-02,61.33,28.84,1.3231
13588,KHFCMB2013S-21,2013-06-13,2022-01,61.35,28.74,0.9428
13589,KHFCMB2013S-21,2013-06-13,2021-12,61.36,28.71,0.3812
13590,KHFCMB2013S-21,2013-06-13,2021-11,61.36,28.7,1.074
13591,KHFCMB2013S-21,2013-06-13,2021-10,61.29,28.67,1.4881
13592,KHFCMB2013S-21,2013-06-13,2021-09,61.32,28.75,1.9461
13593,KHFCMB2013S-21,2013-06-13,2021-08,61.29,28.85,1.5224
13594,KHFCMB2013S-21,2013-06-13,2021-07,61.28,28.96,1.2999
13595,KHFCMB2013S-21,2013-06-13,2021-06,61.25,29.0,1.0669
13596,KHFCMB2013S-21,2013-06-13,2021-03,61.33,28.96,1.74
13597,KHFCMB2013S-21,2013-06-13,2021-02,61.31,29.02,1.82
13598,KHFCMB2013S-21,2013-06-13,2021-01,61.35,29.07,1.82
13599,KHFCMB2013S-21,2013-06-13,2020-12,61.37,29.09,1.33
13600,KHFCMB2013S-21,2013-06-13,2020-11,61.37,29.21,2.01
13601,KHFCMB2013S-21,2013-06-13,2020-10,61.37,29.16,2.25
13602,KHFCMB2013S-21,2013-06-13,2020-09,61.35,29.13,1.74
13603,KHFCMB2013S-21,2013-06-13,2020-08,61.29,29.2,1.93
13604,KHFCMB2013S-21,2013-06-13,2020-07,61.29,29.11,1.47
13605,KHFCMB2013S-21,2013-06-13,2020-06,61.29,29.1,2.69
13606,KHFCMB2013S-21,2013-06-13,2020-05,61.24,29.13,2.01
13607,KHFCMB2013S-21,2013-06-13,2020-04,61.27,29.08,2.2
13608,KHFCMB2013S-21,2013-06-13,2020-03,61.27,29.07,1.59
13609,KHFCMB2013S-21,2013-06-13,2020-02,61.23,29.17,1.55
13610,KHFCMB2013S-21,2013-06-13,2020-01,61.23,29.2,1.95
13611,KHFCMB2013S-21,2013-06-13,2019-12,61.22,29.16,2.72
13612,KHFCMB2013S-21,2013-06-13,2019-11,61.25,29.13,3.53
13613,KHFCMB2013S-21,2013-06-13,2019-10,61.36,29.17,2.03
13614,KHFCMB2013S-21,2013-06-13,2019-09,61.3,29.37,2.33
13615,KHFCMB2013S-21,2013-06-13,2019-08,61.3,29.48,2.13
13616,KHFCMB2013S-21,2013-06-13,2019-07,61.27,29.44,1.93
13617,KHFCMB2013S-21,2013-06-13,2019-06,61.21,29.49,0.95
13618,KHFCMB2013S-21,2013-06-13,2019-05,61.22,29.5,0.97
13619,KHFCMB2013S-21,2013-06-13,2019-04,61.16,29.56,0.94
13620,KHFCMB2013S-21,2013-06-13,2019-03,61.13,29.53,1.68
13621,KHFCMB2013S-21,2013-06-13,2019-02,61.07,29.59,0.9
13622,KHFCMB2013S-21,2013-06-13,2019-01,61.0,29.58,1.48
13623,KHFCMB2013S-21,2013-06-13,2018-12,60.9,29.59,1.29
13624,KHFCMB2013S-21,2013-06-13,2018-11,60.84,29.61,1.4
13625,KHFCMB2013S-21,2013-06-13,2018-10,60.81,29.55,1.78
13626,KHFCMB2013S-21,2013-06-13,2018-09,60.77,29.5,1.04
13627,KHFCMB2013S-21,2013-06-13,2018-08,60.76,29.49,1.16
13628,KHFCMB2013S-21,2013-06-13,2018-07,60.69,29.52,1.5
13629,KHFCMB2013S-21,2013-06-13,2018-06,60.69,29.67,0.91
13630,KHFCMB2013S-21,2013-06-13,2018-05,60.65,29.66,1.05
13631,KHFCMB2013S-21,2013-06-13,2018-04,60.6,29.67,1.16
13632,KHFCMB2013S-21,2013-06-13,2018-03,60.58,29.63,1.36
13633,KHFCMB2013S-21,2013-06-13,2018-02,60.54,29.75,1.27
13634,KHFCMB2013S-21,2013-06-13,2018-01,60.54,29.71,1.63
13635,KHFCMB2013S-21,2013-06-13,2017-12,60.52,29.8,1.88
13636,KHFCMB2013S-21,2013-06-13,2017-11,60.53,29.8,1.68
13637,KHFCMB2013S-21,2013-06-13,2017-10,60.5,29.82,1.26
13638,KHFCMB2013S-21,2013-06-13,2017-09,60.47,29.8,1.58
13639,KHFCMB2013S-21,2013-06-13,2017-08,60.44,29.75,2.1
13640,KHFCMB2013S-21,2013-06-13,2017-07,60.41,29.73,1.82
13641,KHFCMB2013S-21,2013-06-13,2017-06,60.41,29.7,2.63
13642,KHFCMB2013S-21,2013-06-13,2017-05,60.38,29.66,1.58
13643,KHFCMB2013S-21,2013-06-13,2017-04,60.39,29.6,2.92
13644,KHFCMB2013S-21,2013-06-13,2017-03,60.42,29.5,2.68
13645,KHFCMB2013S-21,2013-06-13,2017-02,60.51,29.5,1.85
13646,KHFCMB2013S-21,2013-06-13,2017-01,60.48,29.52,1.76
13647,KHFCMB2013S-21,2013-06-13,2016-12,60.42,29.63,2.13
13648,KHFCMB2013S-21,2013-06-13,2016-11,60.42,29.68,3.89
13649,KHFCMB2013S-21,2013-06-13,2016-10,60.48,29.59,4.31
13650,KHFCMB2013S-21,2013-06-13,2016-09,60.47,29.56,5.18
13651,KHFCMB2013S-21,2013-06-13,2016-08,60.53,29.56,7.37
13652,KHFCMB2013S-21,2013-06-13,2016-07,60.58,29.55,7.09
13653,KHFCMB2013S-21,2013-06-13,2016-06,60.58,29.51,7.17
13654,KHFCMB2013S-21,2013-06-13,2016-05,60.6,29.57,6.41
13655,KHFCMB2013S-21,2013-06-13,2016-04,60.66,29.7,5.39
13656,KHFCMB2013S-21,2013-06-13,2016-03,60.69,29.64,4.23
13657,KHFCMB2013S-21,2013-06-13,2016-02,60.78,29.73,2.07
13658,KHFCMB2013S-21,2013-06-13,2016-01,60.76,29.73,3.19
13659,KHFCMB2013S-21,2013-06-13,2015-12,60.8,29.77,3.59
13660,KHFCMB2013S-21,2013-06-13,2015-11,60.82,29.7,3.49
13661,KHFCMB2013S-21,2013-06-13,2015-10,60.84,29.72,3.22
13662,KHFCMB2013S-21,2013-06-13,2015-09,60.85,29.73,3.51
13663,KHFCMB2013S-21,2013-06-13,2015-08,60.93,29.7,3.46
13664,KHFCMB2013S-21,2013-06-13,2015-07,60.93,29.67,4.3
13665,KHFCMB2013S-21,2013-06-13,2015-06,60.95,29.75,5.58
13666,KHFCMB2013S-21,2013-06-13,2015-05,60.98,29.73,6.39
13667,KHFCMB2013S-21,2013-06-13,2015-04,60.96,29.76,7.15
13668,KHFCMB2013S-21,2013-06-13,2015-03,61.07,29.78,2.96
13669,KHFCMB2013S-21,2013-06-13,2015-02,61.06,29.82,2.04
13670,KHFCMB2013S-21,2013-06-13,2015-01,61.03,29.85,2.23
13671,KHFCMB2013S-21,2013-06-13,2014-12,61.04,29.87,1.85
13672,KHFCMB2013S-21,2013-06-13,2014-11,61.01,29.9,2.04
13673,KHFCMB2013S-21,2013-06-13,2014-10,61.01,29.98,1.97
13674,KHFCMB2013S-21,2013-06-13,2014-09,61.01,30.01,1.31
13675,KHFCMB2013S-21,2013-06-13,2014-08,61.02,30.01,1.3
13676,KHFCMB2013S-21,2013-06-13,2014-07,60.98,30.01,1.11
13677,KHFCMB2013S-21,2013-06-13,2014-06,60.98,30.06,0.8
13678,KHFCMB2013S-21,2013-06-13,2014-05,60.94,30.08,1.06
13679,KHFCMB2013S-21,2013-06-13,2014-04,60.94,30.1,0.96
13680,KHFCMB2013S-21,2013-06-13,2014-03,60.92,30.08,0.72
13681,KHFCMB2013S-21,2013-06-13,2014-02,60.9,30.09,0.68
13682,KHFCMB2013S-21,2013-06-13,2014-01,60.89,30.08,0.47
13683,KHFCMB2013S-21,2013-06-13,2013-12,60.87,30.08,0.5
13684,KHFCMB2013S-21,2013-06-13,2013-11,60.88,30.09,0.62
13685,KHFCMB2013S-21,2013-06-13,2013-10,60.87,30.13,0.47
13686,KHFCMB2013S-21,2013-06-13,2013-09,60.85,30.14,0.28
13687,KHFCMB2013S-21,2013-06-13,2013-08,60.84,30.14,0.29
13688,KHFCMB2013S-21,2013-06-13,2013-07,60.84,30.14,0.23
13689,KHFCMB2013S-21,2013-06-13,2013-06,60.82,30.15,0.38
13690,KHFCMB2013S-20,2013-05-30,2022-06,62.91,29.78,0.3096
13691,KHFCMB2013S-20,2013-05-30,2022-05,62.9,29.77,0.2183
13692,KHFCMB2013S-20,2013-05-30,2022-04,62.9,29.76,1.617
13693,KHFCMB2013S-20,2013-05-30,2022-03,62.95,29.68,0.7094
13694,KHFCMB2013S-20,2013-05-30,2022-02,62.96,29.6,0.6367
13695,KHFCMB2013S-20,2013-05-30,2022-01,62.95,29.57,0.6238
13696,KHFCMB2013S-20,2013-05-30,2021-12,62.91,29.58,0.5652
13697,KHFCMB2013S-20,2013-05-30,2021-11,62.83,29.58,1.0131
13698,KHFCMB2013S-20,2013-05-30,2021-10,62.87,29.59,0.5982
13699,KHFCMB2013S-20,2013-05-30,2021-09,62.83,29.6,0.6949
13700,KHFCMB2013S-20,2013-05-30,2021-08,62.87,29.53,1.4583
13701,KHFCMB2013S-20,2013-05-30,2021-07,62.86,29.42,1.2399
13702,KHFCMB2013S-20,2013-05-30,2021-06,62.89,29.42,2.7911
13703,KHFCMB2013S-20,2013-05-30,2021-03,63.05,29.53,2.06
13704,KHFCMB2013S-20,2013-05-30,2021-02,63.02,29.43,1.84
13705,KHFCMB2013S-20,2013-05-30,2021-01,62.98,29.39,1.57
13706,KHFCMB2013S-20,2013-05-30,2020-12,63.0,29.27,3.42
13707,KHFCMB2013S-20,2013-05-30,2020-11,62.99,30.39,1.21
13708,KHFCMB2013S-20,2013-05-30,2020-10,63.04,30.6,2.16
13709,KHFCMB2013S-20,2013-05-30,2020-09,63.04,30.86,3.17
13710,KHFCMB2013S-20,2013-05-30,2020-08,63.12,30.71,1.26
13711,KHFCMB2013S-20,2013-05-30,2020-07,63.11,30.67,2.88
13712,KHFCMB2013S-20,2013-05-30,2020-06,63.18,30.57,2.92
13713,KHFCMB2013S-20,2013-05-30,2020-05,63.22,30.58,4.58
13714,KHFCMB2013S-20,2013-05-30,2020-04,63.37,30.33,1.62
13715,KHFCMB2013S-20,2013-05-30,2020-03,63.41,30.3,2.15
13716,KHFCMB2013S-20,2013-05-30,2020-02,63.4,30.11,1.86
13717,KHFCMB2013S-20,2013-05-30,2020-01,63.35,29.98,1.51
13718,KHFCMB2013S-20,2013-05-30,2019-12,63.34,29.93,1.89
13719,KHFCMB2013S-20,2013-05-30,2019-11,63.37,29.91,3.42
13720,KHFCMB2013S-20,2013-05-30,2019-10,63.46,29.77,0.54
13721,KHFCMB2013S-20,2013-05-30,2019-09,63.38,29.98,2.58
13722,KHFCMB2013S-20,2013-05-30,2019-08,63.42,30.04,2.17
13723,KHFCMB2013S-20,2013-05-30,2019-07,63.39,30.07,2.22
13724,KHFCMB2013S-20,2013-05-30,2019-06,63.43,30.11,1.18
13725,KHFCMB2013S-20,2013-05-30,2019-05,63.42,30.24,0.58
13726,KHFCMB2013S-20,2013-05-30,2019-04,63.42,30.2,1.31
13727,KHFCMB2013S-20,2013-05-30,2019-03,63.42,30.0,0.76
13728,KHFCMB2013S-20,2013-05-30,2019-02,63.42,30.01,0.47
13729,KHFCMB2013S-20,2013-05-30,2019-01,63.36,30.01,1.59
13730,KHFCMB2013S-20,2013-05-30,2018-12,63.35,30.07,1.85
13731,KHFCMB2013S-20,2013-05-30,2018-11,63.3,30.05,0.96
13732,KHFCMB2013S-20,2013-05-30,2018-10,63.26,30.23,1.11
13733,KHFCMB2013S-20,2013-05-30,2018-09,63.3,30.24,1.19
13734,KHFCMB2013S-20,2013-05-30,2018-08,63.3,30.17,1.74
13735,KHFCMB2013S-20,2013-05-30,2018-07,63.23,30.28,1.0
13736,KHFCMB2013S-20,2013-05-30,2018-06,63.21,30.25,0.63
13737,KHFCMB2013S-20,2013-05-30,2018-05,63.22,30.19,0.79
13738,KHFCMB2013S-20,2013-05-30,2018-04,63.23,30.18,1.97
13739,KHFCMB2013S-20,2013-05-30,2018-03,63.17,30.26,1.84
13740,KHFCMB2013S-20,2013-05-30,2018-02,63.11,30.22,1.18
13741,KHFCMB2013S-20,2013-05-30,2018-01,63.05,30.12,1.32
13742,KHFCMB2013S-20,2013-05-30,2017-12,62.98,30.04,2.04
13743,KHFCMB2013S-20,2013-05-30,2017-11,62.96,29.95,1.78
13744,KHFCMB2013S-20,2013-05-30,2017-10,62.96,29.88,2.02
13745,KHFCMB2013S-20,2013-05-30,2017-09,62.92,29.88,1.96
13746,KHFCMB2013S-20,2013-05-30,2017-08,62.92,29.92,1.71
13747,KHFCMB2013S-20,2013-05-30,2017-07,62.82,29.84,3.38
13748,KHFCMB2013S-20,2013-05-30,2017-06,62.72,30.09,2.07
13749,KHFCMB2013S-20,2013-05-30,2017-05,62.77,29.99,1.53
13750,KHFCMB2013S-20,2013-05-30,2017-04,62.76,30.02,1.29
13751,KHFCMB2013S-20,2013-05-30,2017-03,62.76,30.08,2.14
13752,KHFCMB2013S-20,2013-05-30,2017-02,62.79,30.14,2.51
13753,KHFCMB2013S-20,2013-05-30,2017-01,62.9,30.13,1.45
13754,KHFCMB2013S-20,2013-05-30,2016-12,62.86,30.12,1.92
13755,KHFCMB2013S-20,2013-05-30,2016-11,62.89,30.18,4.07
13756,KHFCMB2013S-20,2013-05-30,2016-10,62.78,30.45,5.64
13757,KHFCMB2013S-20,2013-05-30,2016-09,62.74,30.28,5.19
13758,KHFCMB2013S-20,2013-05-30,2016-08,62.82,30.25,8.26
13759,KHFCMB2013S-20,2013-05-30,2016-07,62.95,30.38,6.34
13760,KHFCMB2013S-20,2013-05-30,2016-06,63.0,30.54,7.68
13761,KHFCMB2013S-20,2013-05-30,2016-05,62.88,30.63,7.15
13762,KHFCMB2013S-20,2013-05-30,2016-04,62.91,30.59,4.69
13763,KHFCMB2013S-20,2013-05-30,2016-03,62.96,30.6,4.45
13764,KHFCMB2013S-20,2013-05-30,2016-02,63.03,30.54,2.85
13765,KHFCMB2013S-20,2013-05-30,2016-01,63.01,30.51,3.91
13766,KHFCMB2013S-20,2013-05-30,2015-12,63.04,30.52,4.23
13767,KHFCMB2013S-20,2013-05-30,2015-11,63.04,30.59,3.47
13768,KHFCMB2013S-20,2013-05-30,2015-10,63.06,30.54,4.85
13769,KHFCMB2013S-20,2013-05-30,2015-09,63.15,30.63,4.1
13770,KHFCMB2013S-20,2013-05-30,2015-08,63.26,30.59,3.97
13771,KHFCMB2013S-20,2013-05-30,2015-07,63.3,30.71,5.63
13772,KHFCMB2013S-20,2013-05-30,2015-06,63.38,30.71,6.08
13773,KHFCMB2013S-20,2013-05-30,2015-05,63.31,30.84,6.12
13774,KHFCMB2013S-20,2013-05-30,2015-04,63.31,30.77,7.4
13775,KHFCMB2013S-20,2013-05-30,2015-03,63.28,30.85,4.24
13776,KHFCMB2013S-20,2013-05-30,2015-02,63.32,30.8,3.02
13777,KHFCMB2013S-20,2013-05-30,2015-01,63.3,30.77,2.19
13778,KHFCMB2013S-20,2013-05-30,2014-12,63.24,30.79,2.9
13779,KHFCMB2013S-20,2013-05-30,2014-11,63.24,30.83,3.66
13780,KHFCMB2013S-20,2013-05-30,2014-10,63.33,30.9,2.35
13781,KHFCMB2013S-20,2013-05-30,2014-09,63.33,30.96,1.62
13782,KHFCMB2013S-20,2013-05-30,2014-08,63.36,30.97,1.71
13783,KHFCMB2013S-20,2013-05-30,2014-07,63.38,31.05,0.96
13784,KHFCMB2013S-20,2013-05-30,2014-06,63.35,31.09,1.0
13785,KHFCMB2013S-20,2013-05-30,2014-05,63.35,31.09,1.08
13786,KHFCMB2013S-20,2013-05-30,2014-04,63.38,31.07,1.13
13787,KHFCMB2013S-20,2013-05-30,2014-03,63.38,31.04,1.01
13788,KHFCMB2013S-20,2013-05-30,2014-02,63.38,31.11,1.15
13789,KHFCMB2013S-20,2013-05-30,2014-01,63.35,31.09,0.72
13790,KHFCMB2013S-20,2013-05-30,2013-12,63.34,31.08,1.37
13791,KHFCMB2013S-20,2013-05-30,2013-11,63.36,31.13,0.7
13792,KHFCMB2013S-20,2013-05-30,2013-10,63.39,31.08,0.61
13793,KHFCMB2013S-20,2013-05-30,2013-09,63.37,31.06,0.42
13794,KHFCMB2013S-20,2013-05-30,2013-08,63.37,31.06,0.28
13795,KHFCMB2013S-20,2013-05-30,2013-07,63.34,31.06,0.18
13796,KHFCMB2013S-20,2013-05-30,2013-06,63.32,31.06,0.46
13797,KHFCMB2013S-20,2013-05-30,2013-05,63.32,31.05,0.05
13798,KHFCMB2013S-19,2013-05-16,2022-06,56.12,30.1,0.1774
13799,KHFCMB2013S-19,2013-05-16,2022-05,56.12,30.13,1.4861
13800,KHFCMB2013S-19,2013-05-16,2022-04,56.13,30.23,0.3336
13801,KHFCMB2013S-19,2013-05-16,2022-03,56.13,30.27,1.1479
13802,KHFCMB2013S-19,2013-05-16,2022-02,56.1,30.2,2.8017
13803,KHFCMB2013S-19,2013-05-16,2022-01,56.15,30.2,0.804
13804,KHFCMB2013S-19,2013-05-16,2021-12,56.03,30.3,1.2662
13805,KHFCMB2013S-19,2013-05-16,2021-11,56.0,30.4,0.3557
13806,KHFCMB2013S-19,2013-05-16,2021-10,55.98,30.41,0.634
13807,KHFCMB2013S-19,2013-05-16,2021-09,55.96,30.42,1.2251
13808,KHFCMB2013S-19,2013-05-16,2021-08,55.97,30.53,1.2667
13809,KHFCMB2013S-19,2013-05-16,2021-07,55.97,30.65,1.3105
13810,KHFCMB2013S-19,2013-05-16,2021-06,55.97,30.61,2.0641
13811,KHFCMB2013S-19,2013-05-16,2021-03,56.03,30.94,1.03
13812,KHFCMB2013S-19,2013-05-16,2021-02,56.0,31.0,1.81
13813,KHFCMB2013S-19,2013-05-16,2021-01,56.03,30.99,0.79
