,발행회차,발행일자,기준월,만기전상환율
26333,MBS 2010-15,2010-11-29,2019-10,0.0
26334,MBS 2010-15,2010-11-29,2019-09,0.94
26335,MBS 2010-15,2010-11-29,2019-08,0.0
26336,MBS 2010-15,2010-11-29,2019-07,2.86
26337,MBS 2010-15,2010-11-29,2019-06,0.03
26338,MBS 2010-15,2010-11-29,2019-05,1.12
26339,MBS 2010-15,2010-11-29,2019-04,3.08
26340,MBS 2010-15,2010-11-29,2019-03,2.02
26341,MBS 2010-15,2010-11-29,2019-02,0.0
26342,MBS 2010-15,2010-11-29,2019-01,0.15
26343,MBS 2010-15,2010-11-29,2018-12,1.91
26344,MBS 2010-15,2010-11-29,2018-11,1.04
26345,MBS 2010-15,2010-11-29,2018-10,0.2
26346,MBS 2010-15,2010-11-29,2018-09,1.91
26347,MBS 2010-15,2010-11-29,2018-08,0.24
26348,MBS 2010-15,2010-11-29,2018-07,7.71
26349,MBS 2010-15,2010-11-29,2018-06,1.96
26350,MBS 2010-15,2010-11-29,2018-05,4.45
26351,MBS 2010-15,2010-11-29,2018-04,1.47
26352,MBS 2010-15,2010-11-29,2018-03,2.26
26353,MBS 2010-15,2010-11-29,2018-02,3.89
26354,MBS 2010-15,2010-11-29,2018-01,1.89
26355,MBS 2010-15,2010-11-29,2017-12,1.25
26356,MBS 2010-15,2010-11-29,2017-11,7.85
26357,MBS 2010-15,2010-11-29,2017-10,1.29
26358,MBS 2010-15,2010-11-29,2017-09,2.1
26359,MBS 2010-15,2010-11-29,2017-08,4.16
26360,MBS 2010-15,2010-11-29,2017-07,4.51
26361,MBS 2010-15,2010-11-29,2017-06,2.21
26362,MBS 2010-15,2010-11-29,2017-05,2.63
26363,MBS 2010-15,2010-11-29,2017-04,1.33
26364,MBS 2010-15,2010-11-29,2017-03,6.01
26365,MBS 2010-15,2010-11-29,2017-02,4.0
26366,MBS 2010-15,2010-11-29,2017-01,3.23
26367,MBS 2010-15,2010-11-29,2016-12,1.62
26368,MBS 2010-15,2010-11-29,2016-11,5.38
26369,MBS 2010-15,2010-11-29,2016-10,2.02
26370,MBS 2010-15,2010-11-29,2016-09,6.6
26371,MBS 2010-15,2010-11-29,2016-08,7.06
26372,MBS 2010-15,2010-11-29,2016-07,4.67
26373,MBS 2010-15,2010-11-29,2016-06,7.84
26374,MBS 2010-15,2010-11-29,2016-05,2.97
26375,MBS 2010-15,2010-11-29,2016-04,3.86
26376,MBS 2010-15,2010-11-29,2016-03,3.61
26377,MBS 2010-15,2010-11-29,2016-02,1.97
26378,MBS 2010-15,2010-11-29,2016-01,2.86
26379,MBS 2010-14,2010-11-19,2020-12,0.0
26380,MBS 2010-14,2010-11-19,2020-11,0.0
26381,MBS 2010-14,2010-11-19,2020-10,0.0
26382,MBS 2010-14,2010-11-19,2020-09,0.0
26383,MBS 2010-14,2010-11-19,2020-08,0.0
26384,MBS 2010-14,2010-11-19,2020-07,0.0
26385,MBS 2010-14,2010-11-19,2020-06,0.0
26386,MBS 2010-14,2010-11-19,2020-05,0.0
26387,MBS 2010-14,2010-11-19,2020-04,0.0
26388,MBS 2010-14,2010-11-19,2020-03,0.0
26389,MBS 2010-14,2010-11-19,2016-04,0.0
26390,MBS 2010-14,2010-11-19,2016-03,0.0
26391,MBS 2010-14,2010-11-19,2016-02,0.0
26392,MBS 2010-14,2010-11-19,2016-01,0.0
26393,MBS 2010-13,2010-10-28,2020-12,6.8
26394,MBS 2010-13,2010-10-28,2020-11,0.69
26395,MBS 2010-13,2010-10-28,2020-10,0.39
26396,MBS 2010-13,2010-10-28,2020-09,0.0
26397,MBS 2010-13,2010-10-28,2020-08,4.29
26398,MBS 2010-13,2010-10-28,2020-07,2.63
26399,MBS 2010-13,2010-10-28,2020-06,0.01
26400,MBS 2010-13,2010-10-28,2020-05,19.1
26401,MBS 2010-13,2010-10-28,2020-04,0.25
26402,MBS 2010-13,2010-10-28,2020-03,0.0
26403,MBS 2010-13,2010-10-28,2020-02,1.51
26404,MBS 2010-13,2010-10-28,2020-01,0.27
26405,MBS 2010-13,2010-10-28,2019-12,0.0
26406,MBS 2010-13,2010-10-28,2019-11,0.0
26407,MBS 2010-13,2010-10-28,2019-10,3.21
26408,MBS 2010-13,2010-10-28,2019-09,1.17
26409,MBS 2010-13,2010-10-28,2019-08,3.63
26410,MBS 2010-13,2010-10-28,2019-07,2.61
26411,MBS 2010-13,2010-10-28,2019-06,0.47
26412,MBS 2010-13,2010-10-28,2019-05,0.75
26413,MBS 2010-13,2010-10-28,2019-04,0.33
26414,MBS 2010-13,2010-10-28,2019-03,0.55
26415,MBS 2010-13,2010-10-28,2019-02,5.67
26416,MBS 2010-13,2010-10-28,2019-01,3.59
26417,MBS 2010-13,2010-10-28,2018-12,0.12
26418,MBS 2010-13,2010-10-28,2018-11,0.0
26419,MBS 2010-13,2010-10-28,2018-10,0.4
26420,MBS 2010-13,2010-10-28,2018-09,1.61
26421,MBS 2010-13,2010-10-28,2018-08,0.71
26422,MBS 2010-13,2010-10-28,2018-07,0.02
26423,MBS 2010-13,2010-10-28,2018-06,0.0
26424,MBS 2010-13,2010-10-28,2018-05,2.27
26425,MBS 2010-13,2010-10-28,2018-04,0.61
26426,MBS 2010-13,2010-10-28,2018-03,0.03
26427,MBS 2010-13,2010-10-28,2018-02,0.0
26428,MBS 2010-13,2010-10-28,2018-01,0.84
26429,MBS 2010-13,2010-10-28,2017-12,2.13
26430,MBS 2010-13,2010-10-28,2017-11,3.82
26431,MBS 2010-13,2010-10-28,2017-10,1.16
26432,MBS 2010-13,2010-10-28,2017-09,1.84
26433,MBS 2010-13,2010-10-28,2017-08,0.33
26434,MBS 2010-13,2010-10-28,2017-07,5.23
26435,MBS 2010-13,2010-10-28,2017-06,1.74
26436,MBS 2010-13,2010-10-28,2017-05,0.63
26437,MBS 2010-13,2010-10-28,2017-04,1.27
26438,MBS 2010-13,2010-10-28,2017-03,1.62
26439,MBS 2010-13,2010-10-28,2017-02,1.22
26440,MBS 2010-13,2010-10-28,2017-01,0.68
26441,MBS 2010-13,2010-10-28,2016-12,1.74
26442,MBS 2010-13,2010-10-28,2016-11,2.05
26443,MBS 2010-13,2010-10-28,2016-10,7.01
26444,MBS 2010-13,2010-10-28,2016-09,1.64
26445,MBS 2010-13,2010-10-28,2016-08,4.68
26446,MBS 2010-13,2010-10-28,2016-07,4.5
26447,MBS 2010-13,2010-10-28,2016-06,2.05
26448,MBS 2010-13,2010-10-28,2016-05,3.83
26449,MBS 2010-13,2010-10-28,2016-04,1.14
26450,MBS 2010-13,2010-10-28,2016-03,4.2
26451,MBS 2010-13,2010-10-28,2016-02,5.53
26452,MBS 2010-13,2010-10-28,2016-01,3.21
26453,MBS 2010-12,2010-09-29,2020-12,0.79
26454,MBS 2010-12,2010-09-29,2020-11,0.0
26455,MBS 2010-12,2010-09-29,2020-10,0.27
26456,MBS 2010-12,2010-09-29,2020-09,0.0
26457,MBS 2010-12,2010-09-29,2020-08,9.92
26458,MBS 2010-12,2010-09-29,2020-07,0.03
26459,MBS 2010-12,2010-09-29,2020-06,4.95
26460,MBS 2010-12,2010-09-29,2020-05,2.11
26461,MBS 2010-12,2010-09-29,2020-04,2.13
26462,MBS 2010-12,2010-09-29,2020-03,0.52
26463,MBS 2010-12,2010-09-29,2020-02,2.55
26464,MBS 2010-12,2010-09-29,2020-01,0.0
26465,MBS 2010-12,2010-09-29,2019-12,0.0
26466,MBS 2010-12,2010-09-29,2019-11,0.42
26467,MBS 2010-12,2010-09-29,2019-10,4.83
26468,MBS 2010-12,2010-09-29,2019-09,0.55
26469,MBS 2010-12,2010-09-29,2019-08,3.38
26470,MBS 2010-12,2010-09-29,2019-07,0.08
26471,MBS 2010-12,2010-09-29,2019-06,0.26
26472,MBS 2010-12,2010-09-29,2019-05,2.65
26473,MBS 2010-12,2010-09-29,2019-04,1.39
26474,MBS 2010-12,2010-09-29,2019-03,2.56
26475,MBS 2010-12,2010-09-29,2019-02,0.48
26476,MBS 2010-12,2010-09-29,2019-01,0.22
26477,MBS 2010-12,2010-09-29,2018-12,1.37
26478,MBS 2010-12,2010-09-29,2018-11,0.1
26479,MBS 2010-12,2010-09-29,2018-10,3.6
26480,MBS 2010-12,2010-09-29,2018-09,0.2
26481,MBS 2010-12,2010-09-29,2018-08,1.52
26482,MBS 2010-12,2010-09-29,2018-07,0.39
26483,MBS 2010-12,2010-09-29,2018-06,1.52
26484,MBS 2010-12,2010-09-29,2018-05,0.34
26485,MBS 2010-12,2010-09-29,2018-04,0.0
26486,MBS 2010-12,2010-09-29,2018-03,0.97
26487,MBS 2010-12,2010-09-29,2018-02,3.0
26488,MBS 2010-12,2010-09-29,2018-01,1.73
26489,MBS 2010-12,2010-09-29,2017-12,1.07
26490,MBS 2010-12,2010-09-29,2017-11,1.57
26491,MBS 2010-12,2010-09-29,2017-10,0.61
26492,MBS 2010-12,2010-09-29,2017-09,2.04
26493,MBS 2010-12,2010-09-29,2017-08,5.66
26494,MBS 2010-12,2010-09-29,2017-07,4.61
26495,MBS 2010-12,2010-09-29,2017-06,1.71
26496,MBS 2010-12,2010-09-29,2017-05,5.17
26497,MBS 2010-12,2010-09-29,2017-04,3.66
26498,MBS 2010-12,2010-09-29,2017-03,1.08
26499,MBS 2010-12,2010-09-29,2017-02,1.26
26500,MBS 2010-12,2010-09-29,2017-01,0.31
26501,MBS 2010-12,2010-09-29,2016-12,5.71
26502,MBS 2010-12,2010-09-29,2016-11,3.57
26503,MBS 2010-12,2010-09-29,2016-10,6.3
26504,MBS 2010-12,2010-09-29,2016-09,5.06
26505,MBS 2010-12,2010-09-29,2016-08,5.69
26506,MBS 2010-12,2010-09-29,2016-07,6.18
26507,MBS 2010-12,2010-09-29,2016-06,7.59
26508,MBS 2010-12,2010-09-29,2016-05,4.84
26509,MBS 2010-12,2010-09-29,2016-04,8.1
26510,MBS 2010-12,2010-09-29,2016-03,3.9
26511,MBS 2010-12,2010-09-29,2016-02,4.23
26512,MBS 2010-12,2010-09-29,2016-01,4.36
26513,MBS 2010-11,2010-09-07,2020-12,0.0
26514,MBS 2010-11,2010-09-07,2020-11,0.0
26515,MBS 2010-11,2010-09-07,2020-10,0.0
26516,MBS 2010-11,2010-09-07,2020-09,0.0
26517,MBS 2010-11,2010-09-07,2020-08,0.0
26518,MBS 2010-11,2010-09-07,2020-07,0.0
26519,MBS 2010-11,2010-09-07,2020-06,0.0
26520,MBS 2010-11,2010-09-07,2020-05,0.0
26521,MBS 2010-11,2010-09-07,2020-04,0.0
26522,MBS 2010-11,2010-09-07,2020-03,0.0
26523,MBS 2010-10,2010-08-26,2020-12,0.63
26524,MBS 2010-10,2010-08-26,2020-11,2.9
26525,MBS 2010-10,2010-08-26,2020-10,0.0
26526,MBS 2010-10,2010-08-26,2020-09,0.97
26527,MBS 2010-10,2010-08-26,2020-08,4.39
26528,MBS 2010-10,2010-08-26,2020-07,8.18
26529,MBS 2010-10,2010-08-26,2020-06,0.14
26530,MBS 2010-10,2010-08-26,2020-05,0.57
26531,MBS 2010-10,2010-08-26,2020-04,0.0
26532,MBS 2010-10,2010-08-26,2020-03,2.82
26533,MBS 2010-10,2010-08-26,2020-02,0.0
26534,MBS 2010-10,2010-08-26,2020-01,0.0
26535,MBS 2010-10,2010-08-26,2019-12,4.05
26536,MBS 2010-10,2010-08-26,2019-11,0.57
26537,MBS 2010-10,2010-08-26,2019-10,0.0
26538,MBS 2010-10,2010-08-26,2019-09,8.8
26539,MBS 2010-10,2010-08-26,2019-08,3.32
26540,MBS 2010-10,2010-08-26,2019-07,0.14
26541,MBS 2010-10,2010-08-26,2019-06,0.0
26542,MBS 2010-10,2010-08-26,2019-05,0.0
26543,MBS 2010-10,2010-08-26,2019-04,1.42
26544,MBS 2010-10,2010-08-26,2019-03,0.08
26545,MBS 2010-10,2010-08-26,2019-02,0.21
26546,MBS 2010-10,2010-08-26,2019-01,0.0
26547,MBS 2010-10,2010-08-26,2018-12,0.53
26548,MBS 2010-10,2010-08-26,2018-11,5.2
26549,MBS 2010-10,2010-08-26,2018-10,0.69
26550,MBS 2010-10,2010-08-26,2018-09,0.24
26551,MBS 2010-10,2010-08-26,2018-08,0.06
26552,MBS 2010-10,2010-08-26,2018-07,0.84
26553,MBS 2010-10,2010-08-26,2018-06,0.61
26554,MBS 2010-10,2010-08-26,2018-05,0.19
26555,MBS 2010-10,2010-08-26,2018-04,2.0
26556,MBS 2010-10,2010-08-26,2018-03,2.76
26557,MBS 2010-10,2010-08-26,2018-02,2.4
26558,MBS 2010-10,2010-08-26,2018-01,1.46
26559,MBS 2010-10,2010-08-26,2017-12,0.2
26560,MBS 2010-10,2010-08-26,2017-11,1.62
26561,MBS 2010-10,2010-08-26,2017-10,0.11
26562,MBS 2010-10,2010-08-26,2017-09,1.56
26563,MBS 2010-10,2010-08-26,2017-08,0.03
26564,MBS 2010-10,2010-08-26,2017-07,3.99
26565,MBS 2010-10,2010-08-26,2017-06,1.75
26566,MBS 2010-10,2010-08-26,2017-05,4.18
26567,MBS 2010-10,2010-08-26,2017-04,4.34
26568,MBS 2010-10,2010-08-26,2017-03,4.58
26569,MBS 2010-10,2010-08-26,2017-02,0.88
26570,MBS 2010-10,2010-08-26,2017-01,2.92
26571,MBS 2010-10,2010-08-26,2016-12,2.89
26572,MBS 2010-10,2010-08-26,2016-11,2.61
26573,MBS 2010-10,2010-08-26,2016-10,0.44
26574,MBS 2010-10,2010-08-26,2016-09,1.58
26575,MBS 2010-10,2010-08-26,2016-08,5.12
26576,MBS 2010-10,2010-08-26,2016-07,7.15
26577,MBS 2010-10,2010-08-26,2016-06,7.55
26578,MBS 2010-10,2010-08-26,2016-05,2.22
26579,MBS 2010-10,2010-08-26,2016-04,3.2
26580,MBS 2010-10,2010-08-26,2016-03,4.65
26581,MBS 2010-10,2010-08-26,2016-02,4.97
26582,MBS 2010-10,2010-08-26,2016-01,6.4
26583,MBS 2010-09,2010-07-30,2020-12,0.0
26584,MBS 2010-09,2010-07-30,2020-11,8.66
26585,MBS 2010-09,2010-07-30,2020-10,2.96
26586,MBS 2010-09,2010-07-30,2020-09,0.0
26587,MBS 2010-09,2010-07-30,2020-08,0.88
26588,MBS 2010-09,2010-07-30,2020-07,0.0
26589,MBS 2010-09,2010-07-30,2020-06,0.23
26590,MBS 2010-09,2010-07-30,2020-05,0.0
26591,MBS 2010-09,2010-07-30,2020-04,1.0
26592,MBS 2010-09,2010-07-30,2020-03,0.45
26593,MBS 2010-09,2010-07-30,2020-02,0.04
26594,MBS 2010-09,2010-07-30,2020-01,0.42
26595,MBS 2010-09,2010-07-30,2019-12,7.19
26596,MBS 2010-09,2010-07-30,2019-11,0.1
26597,MBS 2010-09,2010-07-30,2019-10,0.05
26598,MBS 2010-09,2010-07-30,2019-09,6.93
26599,MBS 2010-09,2010-07-30,2019-08,0.0
26600,MBS 2010-09,2010-07-30,2019-07,1.25
26601,MBS 2010-09,2010-07-30,2019-06,0.0
26602,MBS 2010-09,2010-07-30,2019-05,2.47
26603,MBS 2010-09,2010-07-30,2019-04,0.16
26604,MBS 2010-09,2010-07-30,2019-03,0.0
26605,MBS 2010-09,2010-07-30,2019-02,0.59
26606,MBS 2010-09,2010-07-30,2019-01,1.16
26607,MBS 2010-09,2010-07-30,2018-12,0.0
26608,MBS 2010-09,2010-07-30,2018-11,1.36
26609,MBS 2010-09,2010-07-30,2018-10,0.13
26610,MBS 2010-09,2010-07-30,2018-09,0.29
26611,MBS 2010-09,2010-07-30,2018-08,5.93
26612,MBS 2010-09,2010-07-30,2018-07,1.69
26613,MBS 2010-09,2010-07-30,2018-06,0.0
26614,MBS 2010-09,2010-07-30,2018-05,0.83
26615,MBS 2010-09,2010-07-30,2018-04,0.01
26616,MBS 2010-09,2010-07-30,2018-03,0.01
26617,MBS 2010-09,2010-07-30,2018-02,4.47
26618,MBS 2010-09,2010-07-30,2018-01,0.17
26619,MBS 2010-09,2010-07-30,2017-12,0.54
26620,MBS 2010-09,2010-07-30,2017-11,0.67
26621,MBS 2010-09,2010-07-30,2017-10,3.19
26622,MBS 2010-09,2010-07-30,2017-09,0.1
26623,MBS 2010-09,2010-07-30,2017-08,8.04
26624,MBS 2010-09,2010-07-30,2017-07,2.8
26625,MBS 2010-09,2010-07-30,2017-06,4.46
26626,MBS 2010-09,2010-07-30,2017-05,0.71
26627,MBS 2010-09,2010-07-30,2017-04,0.97
26628,MBS 2010-09,2010-07-30,2017-03,6.67
26629,MBS 2010-09,2010-07-30,2017-02,3.47
26630,MBS 2010-09,2010-07-30,2017-01,0.95
26631,MBS 2010-09,2010-07-30,2016-12,6.86
26632,MBS 2010-09,2010-07-30,2016-11,8.22
26633,MBS 2010-09,2010-07-30,2016-10,4.26
26634,MBS 2010-09,2010-07-30,2016-09,5.9
26635,MBS 2010-09,2010-07-30,2016-08,2.62
26636,MBS 2010-09,2010-07-30,2016-07,4.17
26637,MBS 2010-09,2010-07-30,2016-06,2.56
26638,MBS 2010-09,2010-07-30,2016-05,4.32
26639,MBS 2010-09,2010-07-30,2016-04,5.64
26640,MBS 2010-09,2010-07-30,2016-03,4.61
26641,MBS 2010-09,2010-07-30,2016-02,1.93
26642,MBS 2010-09,2010-07-30,2016-01,3.68
26643,MBS 2010-08,2010-08-26,2020-12,0.81
26644,MBS 2010-08,2010-08-26,2020-11,0.77
26645,MBS 2010-08,2010-08-26,2020-10,0.46
26646,MBS 2010-08,2010-08-26,2020-09,1.26
26647,MBS 2010-08,2010-08-26,2020-08,1.18
26648,MBS 2010-08,2010-08-26,2020-07,2.32
26649,MBS 2010-08,2010-08-26,2020-06,0.72
26650,MBS 2010-08,2010-08-26,2020-05,1.57
26651,MBS 2010-08,2010-08-26,2020-04,0.96
26652,MBS 2010-08,2010-08-26,2020-03,2.42
26653,MBS 2010-08,2010-08-26,2020-02,1.5
26654,MBS 2010-08,2010-08-26,2020-01,2.46
26655,MBS 2010-08,2010-08-26,2019-12,3.91
26656,MBS 2010-08,2010-08-26,2019-11,1.98
26657,MBS 2010-08,2010-08-26,2019-10,1.17
26658,MBS 2010-08,2010-08-26,2019-09,1.65
26659,MBS 2010-08,2010-08-26,2019-08,0.99
26660,MBS 2010-08,2010-08-26,2019-07,1.7
26661,MBS 2010-08,2010-08-26,2019-06,0.68
26662,MBS 2010-08,2010-08-26,2019-05,0.74
26663,MBS 2010-08,2010-08-26,2019-04,0.52
26664,MBS 2010-08,2010-08-26,2019-03,1.15
26665,MBS 2010-08,2010-08-26,2019-02,0.64
26666,MBS 2010-08,2010-08-26,2019-01,0.74
26667,MBS 2010-08,2010-08-26,2018-12,1.03
26668,MBS 2010-08,2010-08-26,2018-11,1.13
26669,MBS 2010-08,2010-08-26,2018-10,0.88
26670,MBS 2010-08,2010-08-26,2018-09,1.35
26671,MBS 2010-08,2010-08-26,2018-08,1.69
26672,MBS 2010-08,2010-08-26,2018-07,0.74
26673,MBS 2010-08,2010-08-26,2018-06,0.9
26674,MBS 2010-08,2010-08-26,2018-05,0.9
26675,MBS 2010-08,2010-08-26,2018-04,1.07
26676,MBS 2010-08,2010-08-26,2018-03,1.31
26677,MBS 2010-08,2010-08-26,2018-02,1.32
26678,MBS 2010-08,2010-08-26,2018-01,1.23
26679,MBS 2010-08,2010-08-26,2017-12,1.38
26680,MBS 2010-08,2010-08-26,2017-11,1.42
26681,MBS 2010-08,2010-08-26,2017-10,1.53
26682,MBS 2010-08,2010-08-26,2017-09,1.62
26683,MBS 2010-08,2010-08-26,2017-08,1.1
26684,MBS 2010-08,2010-08-26,2017-07,1.72
26685,MBS 2010-08,2010-08-26,2017-06,1.13
26686,MBS 2010-08,2010-08-26,2017-05,1.85
26687,MBS 2010-08,2010-08-26,2017-04,0.76
26688,MBS 2010-08,2010-08-26,2017-03,1.38
26689,MBS 2010-08,2010-08-26,2017-02,1.18
26690,MBS 2010-08,2010-08-26,2017-01,1.57
26691,MBS 2010-08,2010-08-26,2016-12,1.64
26692,MBS 2010-08,2010-08-26,2016-11,1.85
26693,MBS 2010-08,2010-08-26,2016-10,1.56
26694,MBS 2010-08,2010-08-26,2016-09,1.39
26695,MBS 2010-08,2010-08-26,2016-08,3.04
26696,MBS 2010-08,2010-08-26,2016-07,2.66
26697,MBS 2010-08,2010-08-26,2016-06,2.32
26698,MBS 2010-08,2010-08-26,2016-05,2.51
26699,MBS 2010-08,2010-08-26,2016-04,2.65
26700,MBS 2010-08,2010-08-26,2016-03,2.92
26701,MBS 2010-08,2010-08-26,2016-02,1.38
26702,MBS 2010-08,2010-08-26,2016-01,1.65
26703,MBS 2010-07,2010-07-08,2020-12,2.4
26704,MBS 2010-07,2010-07-08,2020-11,0.0
26705,MBS 2010-07,2010-07-08,2020-10,0.8
26706,MBS 2010-07,2010-07-08,2020-09,0.5
26707,MBS 2010-07,2010-07-08,2020-08,4.11
26708,MBS 2010-07,2010-07-08,2020-07,8.36
26709,MBS 2010-07,2010-07-08,2020-06,0.0
26710,MBS 2010-07,2010-07-08,2020-05,0.0
26711,MBS 2010-07,2010-07-08,2020-04,1.01
26712,MBS 2010-07,2010-07-08,2020-03,0.0
26713,MBS 2010-07,2010-07-08,2020-02,0.22
26714,MBS 2010-07,2010-07-08,2020-01,7.87
26715,MBS 2010-07,2010-07-08,2019-12,2.16
26716,MBS 2010-07,2010-07-08,2019-11,0.32
26717,MBS 2010-07,2010-07-08,2019-10,0.17
26718,MBS 2010-07,2010-07-08,2019-09,7.77
26719,MBS 2010-07,2010-07-08,2019-08,12.1
26720,MBS 2010-07,2010-07-08,2019-07,0.1
26721,MBS 2010-07,2010-07-08,2019-06,0.1
26722,MBS 2010-07,2010-07-08,2019-05,0.25
26723,MBS 2010-07,2010-07-08,2019-04,0.16
26724,MBS 2010-07,2010-07-08,2019-03,0.76
26725,MBS 2010-07,2010-07-08,2019-02,0.44
26726,MBS 2010-07,2010-07-08,2019-01,0.34
26727,MBS 2010-07,2010-07-08,2018-12,1.07
26728,MBS 2010-07,2010-07-08,2018-11,0.59
26729,MBS 2010-07,2010-07-08,2018-10,0.81
26730,MBS 2010-07,2010-07-08,2018-09,0.51
26731,MBS 2010-07,2010-07-08,2018-08,1.45
26732,MBS 2010-07,2010-07-08,2018-07,5.68
26733,MBS 2010-07,2010-07-08,2018-06,2.16
26734,MBS 2010-07,2010-07-08,2018-05,1.99
26735,MBS 2010-07,2010-07-08,2018-04,0.32
26736,MBS 2010-07,2010-07-08,2018-03,2.54
26737,MBS 2010-07,2010-07-08,2018-02,2.45
26738,MBS 2010-07,2010-07-08,2018-01,0.12
26739,MBS 2010-07,2010-07-08,2017-12,0.75
26740,MBS 2010-07,2010-07-08,2017-11,3.02
26741,MBS 2010-07,2010-07-08,2017-10,1.02
26742,MBS 2010-07,2010-07-08,2017-09,4.08
26743,MBS 2010-07,2010-07-08,2017-08,2.42
26744,MBS 2010-07,2010-07-08,2017-07,1.5
26745,MBS 2010-07,2010-07-08,2017-06,0.97
26746,MBS 2010-07,2010-07-08,2017-05,2.51
26747,MBS 2010-07,2010-07-08,2017-04,3.47
26748,MBS 2010-07,2010-07-08,2017-03,1.97
26749,MBS 2010-07,2010-07-08,2017-02,4.2
26750,MBS 2010-07,2010-07-08,2017-01,3.0
26751,MBS 2010-07,2010-07-08,2016-12,3.31
26752,MBS 2010-07,2010-07-08,2016-11,0.23
26753,MBS 2010-07,2010-07-08,2016-10,13.91
26754,MBS 2010-07,2010-07-08,2016-09,1.63
26755,MBS 2010-07,2010-07-08,2016-08,3.26
26756,MBS 2010-07,2010-07-08,2016-07,11.65
26757,MBS 2010-07,2010-07-08,2016-06,3.93
26758,MBS 2010-07,2010-07-08,2016-05,0.35
26759,MBS 2010-07,2010-07-08,2016-04,3.82
26760,MBS 2010-07,2010-07-08,2016-03,5.18
26761,MBS 2010-07,2010-07-08,2016-02,7.58
26762,MBS 2010-07,2010-07-08,2016-01,2.48
26763,MBS 2010-06,2010-06-24,2020-12,0.74
26764,MBS 2010-06,2010-06-24,2020-11,0.61
26765,MBS 2010-06,2010-06-24,2020-10,0.77
26766,MBS 2010-06,2010-06-24,2020-09,1.02
26767,MBS 2010-06,2010-06-24,2020-08,2.02
26768,MBS 2010-06,2010-06-24,2020-07,0.57
26769,MBS 2010-06,2010-06-24,2020-06,1.26
26770,MBS 2010-06,2010-06-24,2020-05,2.69
26771,MBS 2010-06,2010-06-24,2020-04,2.04
26772,MBS 2010-06,2010-06-24,2020-03,1.64
26773,MBS 2010-06,2010-06-24,2020-02,2.88
26774,MBS 2010-06,2010-06-24,2020-01,2.44
26775,MBS 2010-06,2010-06-24,2019-12,4.3
26776,MBS 2010-06,2010-06-24,2019-11,1.49
26777,MBS 2010-06,2010-06-24,2019-10,0.78
26778,MBS 2010-06,2010-06-24,2019-09,1.3
26779,MBS 2010-06,2010-06-24,2019-08,0.95
26780,MBS 2010-06,2010-06-24,2019-07,0.71
26781,MBS 2010-06,2010-06-24,2019-06,0.61
26782,MBS 2010-06,2010-06-24,2019-05,1.51
26783,MBS 2010-06,2010-06-24,2019-04,1.54
26784,MBS 2010-06,2010-06-24,2019-03,1.2
26785,MBS 2010-06,2010-06-24,2019-02,1.39
26786,MBS 2010-06,2010-06-24,2019-01,1.59
26787,MBS 2010-06,2010-06-24,2018-12,0.74
26788,MBS 2010-06,2010-06-24,2018-11,3.3
26789,MBS 2010-06,2010-06-24,2018-10,1.42
26790,MBS 2010-06,2010-06-24,2018-09,1.88
26791,MBS 2010-06,2010-06-24,2018-08,0.89
26792,MBS 2010-06,2010-06-24,2018-07,0.41
26793,MBS 2010-06,2010-06-24,2018-06,1.1
26794,MBS 2010-06,2010-06-24,2018-05,0.7
26795,MBS 2010-06,2010-06-24,2018-04,2.13
26796,MBS 2010-06,2010-06-24,2018-03,0.99
26797,MBS 2010-06,2010-06-24,2018-02,0.41
26798,MBS 2010-06,2010-06-24,2018-01,1.82
26799,MBS 2010-06,2010-06-24,2017-12,0.63
26800,MBS 2010-06,2010-06-24,2017-11,0.96
26801,MBS 2010-06,2010-06-24,2017-10,0.87
26802,MBS 2010-06,2010-06-24,2017-09,1.51
26803,MBS 2010-06,2010-06-24,2017-08,1.9
26804,MBS 2010-06,2010-06-24,2017-07,1.48
26805,MBS 2010-06,2010-06-24,2017-06,0.52
26806,MBS 2010-06,2010-06-24,2017-05,0.92
26807,MBS 2010-06,2010-06-24,2017-04,1.03
26808,MBS 2010-06,2010-06-24,2017-03,1.3
26809,MBS 2010-06,2010-06-24,2017-02,1.18
26810,MBS 2010-06,2010-06-24,2017-01,1.47
26811,MBS 2010-06,2010-06-24,2016-12,1.75
26812,MBS 2010-06,2010-06-24,2016-11,2.29
26813,MBS 2010-06,2010-06-24,2016-10,1.62
26814,MBS 2010-06,2010-06-24,2016-09,2.31
26815,MBS 2010-06,2010-06-24,2016-08,2.15
26816,MBS 2010-06,2010-06-24,2016-07,2.81
26817,MBS 2010-06,2010-06-24,2016-06,1.47
26818,MBS 2010-06,2010-06-24,2016-05,1.53
26819,MBS 2010-06,2010-06-24,2016-04,1.63
26820,MBS 2010-06,2010-06-24,2016-03,3.19
26821,MBS 2010-06,2010-06-24,2016-02,1.73
26822,MBS 2010-06,2010-06-24,2016-01,1.91
26823,MBS 2010-05,2010-06-17,2020-12,2.29
26824,MBS 2010-05,2010-06-17,2020-11,16.1
26825,MBS 2010-05,2010-06-17,2020-10,15.59
26826,MBS 2010-05,2010-06-17,2020-09,2.4
26827,MBS 2010-05,2010-06-17,2020-08,1.14
26828,MBS 2010-05,2010-06-17,2020-07,0.0
26829,MBS 2010-05,2010-06-17,2020-06,0.0
26830,MBS 2010-05,2010-06-17,2020-05,0.0
26831,MBS 2010-05,2010-06-17,2020-04,0.0
