,발행회차,발행일자,기준월,만기전상환율
26832,MBS 2010-05,2010-06-17,2020-03,4.87
26833,MBS 2010-05,2010-06-17,2020-02,2.45
26834,MBS 2010-05,2010-06-17,2020-01,0.0
26835,MBS 2010-05,2010-06-17,2019-12,6.15
26836,MBS 2010-05,2010-06-17,2019-11,12.81
26837,MBS 2010-05,2010-06-17,2019-10,0.38
26838,MBS 2010-05,2010-06-17,2019-09,2.56
26839,MBS 2010-05,2010-06-17,2019-08,0.14
26840,MBS 2010-05,2010-06-17,2019-07,16.73
26841,MBS 2010-05,2010-06-17,2019-06,0.0
26842,MBS 2010-05,2010-06-17,2019-05,2.2
26843,MBS 2010-05,2010-06-17,2019-04,3.96
26844,MBS 2010-05,2010-06-17,2019-03,0.97
26845,MBS 2010-05,2010-06-17,2019-02,0.0
26846,MBS 2010-05,2010-06-17,2019-01,0.06
26847,MBS 2010-05,2010-06-17,2018-12,1.34
26848,MBS 2010-05,2010-06-17,2018-11,0.0
26849,MBS 2010-05,2010-06-17,2018-10,0.88
26850,MBS 2010-05,2010-06-17,2018-09,0.0
26851,MBS 2010-05,2010-06-17,2018-08,1.96
26852,MBS 2010-05,2010-06-17,2018-07,0.0
26853,MBS 2010-05,2010-06-17,2018-06,0.14
26854,MBS 2010-05,2010-06-17,2018-05,0.25
26855,MBS 2010-05,2010-06-17,2018-04,0.0
26856,MBS 2010-05,2010-06-17,2018-03,3.73
26857,MBS 2010-05,2010-06-17,2018-02,0.0
26858,MBS 2010-05,2010-06-17,2018-01,0.48
26859,MBS 2010-05,2010-06-17,2017-12,0.85
26860,MBS 2010-05,2010-06-17,2017-11,2.37
26861,MBS 2010-05,2010-06-17,2017-10,2.49
26862,MBS 2010-05,2010-06-17,2017-09,0.21
26863,MBS 2010-05,2010-06-17,2017-08,0.17
26864,MBS 2010-05,2010-06-17,2017-07,0.53
26865,MBS 2010-05,2010-06-17,2017-06,1.0
26866,MBS 2010-05,2010-06-17,2017-05,0.0
26867,MBS 2010-05,2010-06-17,2017-04,0.79
26868,MBS 2010-05,2010-06-17,2017-03,6.79
26869,MBS 2010-05,2010-06-17,2017-02,6.18
26870,MBS 2010-05,2010-06-17,2017-01,2.53
26871,MBS 2010-05,2010-06-17,2016-12,4.29
26872,MBS 2010-05,2010-06-17,2016-11,12.31
26873,MBS 2010-05,2010-06-17,2016-10,0.99
26874,MBS 2010-05,2010-06-17,2016-09,3.1
26875,MBS 2010-05,2010-06-17,2016-08,1.69
26876,MBS 2010-05,2010-06-17,2016-07,4.06
26877,MBS 2010-05,2010-06-17,2016-06,9.74
26878,MBS 2010-05,2010-06-17,2016-05,3.42
26879,MBS 2010-05,2010-06-17,2016-04,0.57
26880,MBS 2010-05,2010-06-17,2016-03,6.52
26881,MBS 2010-05,2010-06-17,2016-02,0.82
26882,MBS 2010-05,2010-06-17,2016-01,1.43
26883,MBS 2010-04,2010-04-23,2020-12,2.64
26884,MBS 2010-04,2010-04-23,2020-11,0.0
26885,MBS 2010-04,2010-04-23,2020-10,0.0
26886,MBS 2010-04,2010-04-23,2020-09,0.08
26887,MBS 2010-04,2010-04-23,2020-08,4.93
26888,MBS 2010-04,2010-04-23,2020-07,6.89
26889,MBS 2010-04,2010-04-23,2020-06,1.47
26890,MBS 2010-04,2010-04-23,2020-05,0.7
26891,MBS 2010-04,2010-04-23,2020-04,0.0
26892,MBS 2010-04,2010-04-23,2020-03,0.33
26893,MBS 2010-04,2010-04-23,2020-02,2.94
26894,MBS 2010-04,2010-04-23,2020-01,0.41
26895,MBS 2010-04,2010-04-23,2019-12,0.0
26896,MBS 2010-04,2010-04-23,2019-11,3.38
26897,MBS 2010-04,2010-04-23,2019-10,0.01
26898,MBS 2010-04,2010-04-23,2019-09,0.18
26899,MBS 2010-04,2010-04-23,2019-08,1.47
26900,MBS 2010-04,2010-04-23,2019-07,0.18
26901,MBS 2010-04,2010-04-23,2019-06,0.0
26902,MBS 2010-04,2010-04-23,2019-05,4.0
26903,MBS 2010-04,2010-04-23,2019-04,2.52
26904,MBS 2010-04,2010-04-23,2019-03,0.08
26905,MBS 2010-04,2010-04-23,2019-02,3.17
26906,MBS 2010-04,2010-04-23,2019-01,0.0
26907,MBS 2010-04,2010-04-23,2018-12,1.66
26908,MBS 2010-04,2010-04-23,2018-11,2.34
26909,MBS 2010-04,2010-04-23,2018-10,1.82
26910,MBS 2010-04,2010-04-23,2018-09,0.35
26911,MBS 2010-04,2010-04-23,2018-08,0.59
26912,MBS 2010-04,2010-04-23,2018-07,4.34
26913,MBS 2010-04,2010-04-23,2018-06,0.0
26914,MBS 2010-04,2010-04-23,2018-05,0.79
26915,MBS 2010-04,2010-04-23,2018-04,4.57
26916,MBS 2010-04,2010-04-23,2018-03,1.42
26917,MBS 2010-04,2010-04-23,2018-02,1.57
26918,MBS 2010-04,2010-04-23,2018-01,1.57
26919,MBS 2010-04,2010-04-23,2017-12,1.04
26920,MBS 2010-04,2010-04-23,2017-11,1.54
26921,MBS 2010-04,2010-04-23,2017-10,0.0
26922,MBS 2010-04,2010-04-23,2017-09,0.37
26923,MBS 2010-04,2010-04-23,2017-08,2.8
26924,MBS 2010-04,2010-04-23,2017-07,6.72
26925,MBS 2010-04,2010-04-23,2017-06,1.45
26926,MBS 2010-04,2010-04-23,2017-05,0.38
26927,MBS 2010-04,2010-04-23,2017-04,0.43
26928,MBS 2010-04,2010-04-23,2017-03,2.77
26929,MBS 2010-04,2010-04-23,2017-02,5.68
26930,MBS 2010-04,2010-04-23,2017-01,2.81
26931,MBS 2010-04,2010-04-23,2016-12,3.23
26932,MBS 2010-04,2010-04-23,2016-11,1.29
26933,MBS 2010-04,2010-04-23,2016-10,3.49
26934,MBS 2010-04,2010-04-23,2016-09,1.87
26935,MBS 2010-04,2010-04-23,2016-08,2.59
26936,MBS 2010-04,2010-04-23,2016-07,5.82
26937,MBS 2010-04,2010-04-23,2016-06,2.56
26938,MBS 2010-04,2010-04-23,2016-05,9.76
26939,MBS 2010-04,2010-04-23,2016-04,2.6
26940,MBS 2010-04,2010-04-23,2016-03,2.58
26941,MBS 2010-04,2010-04-23,2016-02,2.44
26942,MBS 2010-04,2010-04-23,2016-01,8.75
26943,MBS 2010-03,2010-03-30,2020-12,0.0
26944,MBS 2010-03,2010-03-30,2020-11,0.0
26945,MBS 2010-03,2010-03-30,2020-10,5.59
26946,MBS 2010-03,2010-03-30,2020-09,0.38
26947,MBS 2010-03,2010-03-30,2020-08,11.33
26948,MBS 2010-03,2010-03-30,2020-07,0.0
26949,MBS 2010-03,2010-03-30,2020-06,0.03
26950,MBS 2010-03,2010-03-30,2020-05,3.02
26951,MBS 2010-03,2010-03-30,2020-04,5.39
26952,MBS 2010-03,2010-03-30,2020-03,0.62
26953,MBS 2010-03,2010-03-30,2020-02,0.47
26954,MBS 2010-03,2010-03-30,2020-01,2.4
26955,MBS 2010-03,2010-03-30,2019-12,0.04
26956,MBS 2010-03,2010-03-30,2019-11,2.02
26957,MBS 2010-03,2010-03-30,2019-10,0.44
26958,MBS 2010-03,2010-03-30,2019-09,1.99
26959,MBS 2010-03,2010-03-30,2019-08,1.58
26960,MBS 2010-03,2010-03-30,2019-07,1.59
26961,MBS 2010-03,2010-03-30,2019-06,0.0
26962,MBS 2010-03,2010-03-30,2019-05,0.95
26963,MBS 2010-03,2010-03-30,2019-04,3.15
26964,MBS 2010-03,2010-03-30,2019-03,2.83
26965,MBS 2010-03,2010-03-30,2019-02,0.0
26966,MBS 2010-03,2010-03-30,2019-01,1.36
26967,MBS 2010-03,2010-03-30,2018-12,0.87
26968,MBS 2010-03,2010-03-30,2018-11,0.02
26969,MBS 2010-03,2010-03-30,2018-10,0.44
26970,MBS 2010-03,2010-03-30,2018-09,2.81
26971,MBS 2010-03,2010-03-30,2018-08,1.33
26972,MBS 2010-03,2010-03-30,2018-07,2.81
26973,MBS 2010-03,2010-03-30,2018-06,2.09
26974,MBS 2010-03,2010-03-30,2018-05,2.36
26975,MBS 2010-03,2010-03-30,2018-04,1.43
26976,MBS 2010-03,2010-03-30,2018-03,0.63
26977,MBS 2010-03,2010-03-30,2018-02,0.15
26978,MBS 2010-03,2010-03-30,2018-01,0.82
26979,MBS 2010-03,2010-03-30,2017-12,5.86
26980,MBS 2010-03,2010-03-30,2017-11,1.44
26981,MBS 2010-03,2010-03-30,2017-10,2.39
26982,MBS 2010-03,2010-03-30,2017-09,2.04
26983,MBS 2010-03,2010-03-30,2017-08,7.89
26984,MBS 2010-03,2010-03-30,2017-07,4.13
26985,MBS 2010-03,2010-03-30,2017-06,0.71
26986,MBS 2010-03,2010-03-30,2017-05,0.41
26987,MBS 2010-03,2010-03-30,2017-04,5.07
26988,MBS 2010-03,2010-03-30,2017-03,1.77
26989,MBS 2010-03,2010-03-30,2017-02,0.67
26990,MBS 2010-03,2010-03-30,2017-01,2.9
26991,MBS 2010-03,2010-03-30,2016-12,0.17
26992,MBS 2010-03,2010-03-30,2016-11,2.33
26993,MBS 2010-03,2010-03-30,2016-10,3.63
26994,MBS 2010-03,2010-03-30,2016-09,2.42
26995,MBS 2010-03,2010-03-30,2016-08,4.98
26996,MBS 2010-03,2010-03-30,2016-07,9.94
26997,MBS 2010-03,2010-03-30,2016-06,5.54
26998,MBS 2010-03,2010-03-30,2016-05,5.54
26999,MBS 2010-03,2010-03-30,2016-04,3.76
27000,MBS 2010-03,2010-03-30,2016-03,2.41
27001,MBS 2010-03,2010-03-30,2016-02,4.01
27002,MBS 2010-03,2010-03-30,2016-01,1.28
27003,MBS 2010-02,2010-02-25,2020-12,1.04
27004,MBS 2010-02,2010-02-25,2020-11,0.0
27005,MBS 2010-02,2010-02-25,2020-10,0.95
27006,MBS 2010-02,2010-02-25,2020-09,1.5
27007,MBS 2010-02,2010-02-25,2020-08,0.0
27008,MBS 2010-02,2010-02-25,2020-07,0.0
27009,MBS 2010-02,2010-02-25,2020-06,0.91
27010,MBS 2010-02,2010-02-25,2020-05,0.9
27011,MBS 2010-02,2010-02-25,2020-04,1.01
27012,MBS 2010-02,2010-02-25,2020-03,0.09
27013,MBS 2010-02,2010-02-25,2020-02,11.03
27014,MBS 2010-02,2010-02-25,2020-01,0.0
27015,MBS 2010-02,2010-02-25,2019-12,0.0
27016,MBS 2010-02,2010-02-25,2019-11,1.25
27017,MBS 2010-02,2010-02-25,2019-10,0.75
27018,MBS 2010-02,2010-02-25,2019-09,0.0
27019,MBS 2010-02,2010-02-25,2019-08,1.4
27020,MBS 2010-02,2010-02-25,2019-07,2.05
27021,MBS 2010-02,2010-02-25,2019-06,2.04
27022,MBS 2010-02,2010-02-25,2019-05,0.87
27023,MBS 2010-02,2010-02-25,2019-04,0.15
27024,MBS 2010-02,2010-02-25,2019-03,0.0
27025,MBS 2010-02,2010-02-25,2019-02,2.66
27026,MBS 2010-02,2010-02-25,2019-01,0.93
27027,MBS 2010-02,2010-02-25,2018-12,0.15
27028,MBS 2010-02,2010-02-25,2018-11,4.71
27029,MBS 2010-02,2010-02-25,2018-10,0.16
27030,MBS 2010-02,2010-02-25,2018-09,0.0
27031,MBS 2010-02,2010-02-25,2018-08,0.76
27032,MBS 2010-02,2010-02-25,2018-07,2.4
27033,MBS 2010-02,2010-02-25,2018-06,2.14
27034,MBS 2010-02,2010-02-25,2018-05,1.74
27035,MBS 2010-02,2010-02-25,2018-04,8.11
27036,MBS 2010-02,2010-02-25,2018-03,2.16
27037,MBS 2010-02,2010-02-25,2018-02,1.41
27038,MBS 2010-02,2010-02-25,2018-01,0.45
27039,MBS 2010-02,2010-02-25,2017-12,0.34
27040,MBS 2010-02,2010-02-25,2017-11,5.39
27041,MBS 2010-02,2010-02-25,2017-10,0.74
27042,MBS 2010-02,2010-02-25,2017-09,0.04
27043,MBS 2010-02,2010-02-25,2017-08,13.01
27044,MBS 2010-02,2010-02-25,2017-07,2.19
27045,MBS 2010-02,2010-02-25,2017-06,1.06
27046,MBS 2010-02,2010-02-25,2017-05,1.65
27047,MBS 2010-02,2010-02-25,2017-04,0.75
27048,MBS 2010-02,2010-02-25,2017-03,1.76
27049,MBS 2010-02,2010-02-25,2017-02,3.37
27050,MBS 2010-02,2010-02-25,2017-01,3.85
27051,MBS 2010-02,2010-02-25,2016-12,0.57
27052,MBS 2010-02,2010-02-25,2016-11,8.22
27053,MBS 2010-02,2010-02-25,2016-10,4.81
27054,MBS 2010-02,2010-02-25,2016-09,6.55
27055,MBS 2010-02,2010-02-25,2016-08,22.82
27056,MBS 2010-02,2010-02-25,2016-07,5.53
27057,MBS 2010-02,2010-02-25,2016-06,5.02
27058,MBS 2010-02,2010-02-25,2016-05,2.68
27059,MBS 2010-02,2010-02-25,2016-04,3.34
27060,MBS 2010-02,2010-02-25,2016-03,6.4
27061,MBS 2010-02,2010-02-25,2016-02,2.19
27062,MBS 2010-02,2010-02-25,2016-01,7.22
27063,MBS 2010-01,2010-01-28,2020-12,0.0
27064,MBS 2010-01,2010-01-28,2020-11,0.0
27065,MBS 2010-01,2010-01-28,2020-10,0.0
27066,MBS 2010-01,2010-01-28,2020-09,7.94
27067,MBS 2010-01,2010-01-28,2020-08,1.1
27068,MBS 2010-01,2010-01-28,2020-07,6.06
27069,MBS 2010-01,2010-01-28,2020-06,0.66
27070,MBS 2010-01,2010-01-28,2020-05,0.0
27071,MBS 2010-01,2010-01-28,2020-04,1.32
27072,MBS 2010-01,2010-01-28,2020-03,0.0
27073,MBS 2010-01,2010-01-28,2020-02,0.26
27074,MBS 2010-01,2010-01-28,2020-01,0.0
27075,MBS 2010-01,2010-01-28,2019-12,1.72
27076,MBS 2010-01,2010-01-28,2019-11,0.0
27077,MBS 2010-01,2010-01-28,2019-10,0.52
27078,MBS 2010-01,2010-01-28,2019-09,2.75
27079,MBS 2010-01,2010-01-28,2019-08,0.0
27080,MBS 2010-01,2010-01-28,2019-07,0.03
27081,MBS 2010-01,2010-01-28,2019-06,0.03
27082,MBS 2010-01,2010-01-28,2019-05,0.13
27083,MBS 2010-01,2010-01-28,2019-04,0.0
27084,MBS 2010-01,2010-01-28,2019-03,1.93
27085,MBS 2010-01,2010-01-28,2019-02,0.25
27086,MBS 2010-01,2010-01-28,2019-01,0.0
27087,MBS 2010-01,2010-01-28,2018-12,3.18
27088,MBS 2010-01,2010-01-28,2018-11,0.22
27089,MBS 2010-01,2010-01-28,2018-10,0.72
27090,MBS 2010-01,2010-01-28,2018-09,10.29
27091,MBS 2010-01,2010-01-28,2018-08,1.57
27092,MBS 2010-01,2010-01-28,2018-07,0.1
27093,MBS 2010-01,2010-01-28,2018-06,0.19
27094,MBS 2010-01,2010-01-28,2018-05,1.23
27095,MBS 2010-01,2010-01-28,2018-04,0.0
27096,MBS 2010-01,2010-01-28,2018-03,2.71
27097,MBS 2010-01,2010-01-28,2018-02,6.35
27098,MBS 2010-01,2010-01-28,2018-01,0.06
27099,MBS 2010-01,2010-01-28,2017-12,4.63
27100,MBS 2010-01,2010-01-28,2017-11,0.94
27101,MBS 2010-01,2010-01-28,2017-10,1.6
27102,MBS 2010-01,2010-01-28,2017-09,1.98
27103,MBS 2010-01,2010-01-28,2017-08,2.95
27104,MBS 2010-01,2010-01-28,2017-07,1.01
27105,MBS 2010-01,2010-01-28,2017-06,0.0
27106,MBS 2010-01,2010-01-28,2017-05,0.0
27107,MBS 2010-01,2010-01-28,2017-04,0.98
27108,MBS 2010-01,2010-01-28,2017-03,0.0
27109,MBS 2010-01,2010-01-28,2017-02,5.87
27110,MBS 2010-01,2010-01-28,2017-01,4.79
27111,MBS 2010-01,2010-01-28,2016-12,1.96
27112,MBS 2010-01,2010-01-28,2016-11,1.8
27113,MBS 2010-01,2010-01-28,2016-10,1.48
27114,MBS 2010-01,2010-01-28,2016-09,2.21
27115,MBS 2010-01,2010-01-28,2016-08,2.32
27116,MBS 2010-01,2010-01-28,2016-07,2.27
27117,MBS 2010-01,2010-01-28,2016-06,5.37
27118,MBS 2010-01,2010-01-28,2016-05,3.93
27119,MBS 2010-01,2010-01-28,2016-04,1.32
27120,MBS 2010-01,2010-01-28,2016-03,8.75
27121,MBS 2010-01,2010-01-28,2016-02,4.86
27122,MBS 2010-01,2010-01-28,2016-01,3.72
27123,MBS 2009-14,2009-12-18,2020-12,0.0
27124,MBS 2009-14,2009-12-18,2020-11,0.0
27125,MBS 2009-14,2009-12-18,2020-10,0.0
27126,MBS 2009-14,2009-12-18,2020-09,0.0
27127,MBS 2009-14,2009-12-18,2020-08,0.0
27128,MBS 2009-14,2009-12-18,2020-07,0.0
27129,MBS 2009-14,2009-12-18,2020-06,0.0
27130,MBS 2009-14,2009-12-18,2020-05,5.04
27131,MBS 2009-14,2009-12-18,2020-04,10.92
27132,MBS 2009-14,2009-12-18,2020-03,0.39
27133,MBS 2009-14,2009-12-18,2020-02,0.49
27134,MBS 2009-14,2009-12-18,2020-01,0.0
27135,MBS 2009-14,2009-12-18,2019-12,1.3
27136,MBS 2009-14,2009-12-18,2019-11,3.14
27137,MBS 2009-14,2009-12-18,2019-10,4.97
27138,MBS 2009-14,2009-12-18,2019-09,1.36
27139,MBS 2009-14,2009-12-18,2019-08,0.0
27140,MBS 2009-14,2009-12-18,2019-07,1.97
27141,MBS 2009-14,2009-12-18,2019-06,8.61
27142,MBS 2009-14,2009-12-18,2019-05,0.96
27143,MBS 2009-14,2009-12-18,2019-04,3.17
27144,MBS 2009-14,2009-12-18,2019-03,0.0
27145,MBS 2009-14,2009-12-18,2019-02,0.0
27146,MBS 2009-14,2009-12-18,2019-01,1.42
27147,MBS 2009-14,2009-12-18,2018-12,1.16
27148,MBS 2009-14,2009-12-18,2018-11,3.67
27149,MBS 2009-14,2009-12-18,2018-10,0.0
27150,MBS 2009-14,2009-12-18,2018-09,0.05
27151,MBS 2009-14,2009-12-18,2018-08,0.03
27152,MBS 2009-14,2009-12-18,2018-07,6.96
27153,MBS 2009-14,2009-12-18,2018-06,0.0
27154,MBS 2009-14,2009-12-18,2018-05,1.59
27155,MBS 2009-14,2009-12-18,2018-04,0.0
27156,MBS 2009-14,2009-12-18,2018-03,0.17
27157,MBS 2009-14,2009-12-18,2018-02,3.03
27158,MBS 2009-14,2009-12-18,2018-01,2.22
27159,MBS 2009-14,2009-12-18,2017-12,1.38
27160,MBS 2009-14,2009-12-18,2017-11,0.0
27161,MBS 2009-14,2009-12-18,2017-10,0.13
27162,MBS 2009-14,2009-12-18,2017-09,1.24
27163,MBS 2009-14,2009-12-18,2017-08,0.92
27164,MBS 2009-14,2009-12-18,2017-07,0.0
27165,MBS 2009-14,2009-12-18,2017-06,0.41
27166,MBS 2009-14,2009-12-18,2017-05,6.08
27167,MBS 2009-14,2009-12-18,2017-04,6.22
27168,MBS 2009-14,2009-12-18,2017-03,6.19
27169,MBS 2009-14,2009-12-18,2017-02,6.02
27170,MBS 2009-14,2009-12-18,2017-01,0.33
27171,MBS 2009-14,2009-12-18,2016-12,8.82
27172,MBS 2009-14,2009-12-18,2016-11,3.78
27173,MBS 2009-14,2009-12-18,2016-10,7.68
27174,MBS 2009-14,2009-12-18,2016-09,4.98
27175,MBS 2009-14,2009-12-18,2016-08,11.09
27176,MBS 2009-14,2009-12-18,2016-07,4.23
27177,MBS 2009-14,2009-12-18,2016-06,0.05
27178,MBS 2009-14,2009-12-18,2016-05,11.54
27179,MBS 2009-14,2009-12-18,2016-04,1.59
27180,MBS 2009-14,2009-12-18,2016-03,5.02
27181,MBS 2009-14,2009-12-18,2016-02,1.39
27182,MBS 2009-14,2009-12-18,2016-01,4.83
27183,MBS 2009-13,2009-12-23,2020-12,0.8
27184,MBS 2009-13,2009-12-23,2020-11,1.64
27185,MBS 2009-13,2009-12-23,2020-10,0.12
27186,MBS 2009-13,2009-12-23,2020-09,0.28
27187,MBS 2009-13,2009-12-23,2020-08,0.76
27188,MBS 2009-13,2009-12-23,2020-07,2.05
27189,MBS 2009-13,2009-12-23,2020-06,2.59
27190,MBS 2009-13,2009-12-23,2020-05,1.06
27191,MBS 2009-13,2009-12-23,2020-04,2.04
27192,MBS 2009-13,2009-12-23,2020-03,1.29
27193,MBS 2009-13,2009-12-23,2020-02,2.25
27194,MBS 2009-13,2009-12-23,2020-01,2.6
27195,MBS 2009-13,2009-12-23,2019-12,1.35
27196,MBS 2009-13,2009-12-23,2019-11,1.74
27197,MBS 2009-13,2009-12-23,2019-10,0.46
27198,MBS 2009-13,2009-12-23,2019-09,0.83
27199,MBS 2009-13,2009-12-23,2019-08,1.94
27200,MBS 2009-13,2009-12-23,2019-07,1.44
27201,MBS 2009-13,2009-12-23,2019-06,0.32
27202,MBS 2009-13,2009-12-23,2019-05,0.05
27203,MBS 2009-13,2009-12-23,2019-04,0.68
27204,MBS 2009-13,2009-12-23,2019-03,0.79
27205,MBS 2009-13,2009-12-23,2019-02,1.09
27206,MBS 2009-13,2009-12-23,2019-01,0.81
27207,MBS 2009-13,2009-12-23,2018-12,0.39
27208,MBS 2009-13,2009-12-23,2018-11,3.12
27209,MBS 2009-13,2009-12-23,2018-10,2.8
27210,MBS 2009-13,2009-12-23,2018-09,1.5
27211,MBS 2009-13,2009-12-23,2018-08,0.75
27212,MBS 2009-13,2009-12-23,2018-07,0.37
27213,MBS 2009-13,2009-12-23,2018-06,0.3
27214,MBS 2009-13,2009-12-23,2018-05,0.95
27215,MBS 2009-13,2009-12-23,2018-04,0.52
27216,MBS 2009-13,2009-12-23,2018-03,1.5
27217,MBS 2009-13,2009-12-23,2018-02,0.4
27218,MBS 2009-13,2009-12-23,2018-01,1.68
27219,MBS 2009-13,2009-12-23,2017-12,0.46
27220,MBS 2009-13,2009-12-23,2017-11,1.75
27221,MBS 2009-13,2009-12-23,2017-10,0.68
27222,MBS 2009-13,2009-12-23,2017-09,2.22
27223,MBS 2009-13,2009-12-23,2017-08,1.22
27224,MBS 2009-13,2009-12-23,2017-07,0.17
27225,MBS 2009-13,2009-12-23,2017-06,1.44
27226,MBS 2009-13,2009-12-23,2017-05,0.48
27227,MBS 2009-13,2009-12-23,2017-04,1.29
27228,MBS 2009-13,2009-12-23,2017-03,1.38
27229,MBS 2009-13,2009-12-23,2017-02,1.86
27230,MBS 2009-13,2009-12-23,2017-01,2.05
27231,MBS 2009-13,2009-12-23,2016-12,1.14
27232,MBS 2009-13,2009-12-23,2016-11,1.7
27233,MBS 2009-13,2009-12-23,2016-10,2.33
27234,MBS 2009-13,2009-12-23,2016-09,1.41
27235,MBS 2009-13,2009-12-23,2016-08,3.11
27236,MBS 2009-13,2009-12-23,2016-07,3.18
27237,MBS 2009-13,2009-12-23,2016-06,1.8
27238,MBS 2009-13,2009-12-23,2016-05,1.34
27239,MBS 2009-13,2009-12-23,2016-04,1.98
27240,MBS 2009-13,2009-12-23,2016-03,1.54
27241,MBS 2009-13,2009-12-23,2016-02,1.66
27242,MBS 2009-13,2009-12-23,2016-01,0.82
27243,MBS 2009-12,2009-11-20,2020-12,0.0
27244,MBS 2009-12,2009-11-20,2020-11,7.65
27245,MBS 2009-12,2009-11-20,2020-10,2.74
27246,MBS 2009-12,2009-11-20,2020-09,8.06
27247,MBS 2009-12,2009-11-20,2020-08,0.01
27248,MBS 2009-12,2009-11-20,2020-07,0.46
27249,MBS 2009-12,2009-11-20,2020-06,0.26
27250,MBS 2009-12,2009-11-20,2020-05,0.03
27251,MBS 2009-12,2009-11-20,2020-04,0.0
27252,MBS 2009-12,2009-11-20,2020-03,4.31
27253,MBS 2009-12,2009-11-20,2020-02,9.12
27254,MBS 2009-12,2009-11-20,2020-01,0.0
27255,MBS 2009-12,2009-11-20,2019-12,0.0
27256,MBS 2009-12,2009-11-20,2019-11,3.67
27257,MBS 2009-12,2009-11-20,2019-10,3.84
27258,MBS 2009-12,2009-11-20,2019-09,1.83
27259,MBS 2009-12,2009-11-20,2019-08,4.19
27260,MBS 2009-12,2009-11-20,2019-07,1.52
27261,MBS 2009-12,2009-11-20,2019-06,4.14
27262,MBS 2009-12,2009-11-20,2019-05,2.46
27263,MBS 2009-12,2009-11-20,2019-04,6.54
27264,MBS 2009-12,2009-11-20,2019-03,0.0
27265,MBS 2009-12,2009-11-20,2019-02,3.58
27266,MBS 2009-12,2009-11-20,2019-01,0.09
27267,MBS 2009-12,2009-11-20,2018-12,1.37
27268,MBS 2009-12,2009-11-20,2018-11,0.0
27269,MBS 2009-12,2009-11-20,2018-10,3.54
27270,MBS 2009-12,2009-11-20,2018-09,1.96
27271,MBS 2009-12,2009-11-20,2018-08,2.49
27272,MBS 2009-12,2009-11-20,2018-07,0.31
27273,MBS 2009-12,2009-11-20,2018-06,0.0
27274,MBS 2009-12,2009-11-20,2018-05,2.04
27275,MBS 2009-12,2009-11-20,2018-04,6.2
27276,MBS 2009-12,2009-11-20,2018-03,0.26
27277,MBS 2009-12,2009-11-20,2018-02,0.19
27278,MBS 2009-12,2009-11-20,2018-01,0.0
27279,MBS 2009-12,2009-11-20,2017-12,3.79
27280,MBS 2009-12,2009-11-20,2017-11,1.3
27281,MBS 2009-12,2009-11-20,2017-10,0.0
27282,MBS 2009-12,2009-11-20,2017-09,0.0
27283,MBS 2009-12,2009-11-20,2017-08,0.0
27284,MBS 2009-12,2009-11-20,2017-07,10.38
27285,MBS 2009-12,2009-11-20,2017-06,1.17
27286,MBS 2009-12,2009-11-20,2017-05,5.83
27287,MBS 2009-12,2009-11-20,2017-04,10.76
27288,MBS 2009-12,2009-11-20,2017-03,1.71
27289,MBS 2009-12,2009-11-20,2017-02,6.6
27290,MBS 2009-12,2009-11-20,2017-01,3.81
27291,MBS 2009-12,2009-11-20,2016-12,0.73
27292,MBS 2009-12,2009-11-20,2016-11,3.41
27293,MBS 2009-12,2009-11-20,2016-10,2.58
27294,MBS 2009-12,2009-11-20,2016-09,11.91
27295,MBS 2009-12,2009-11-20,2016-08,1.73
27296,MBS 2009-12,2009-11-20,2016-07,2.94
27297,MBS 2009-12,2009-11-20,2016-06,4.64
27298,MBS 2009-12,2009-11-20,2016-05,6.17
27299,MBS 2009-12,2009-11-20,2016-04,2.73
27300,MBS 2009-12,2009-11-20,2016-03,2.21
27301,MBS 2009-12,2009-11-20,2016-02,2.71
27302,MBS 2009-12,2009-11-20,2016-01,0.78
27303,MBS 2009-11,2009-11-10,2020-12,0.96
27304,MBS 2009-11,2009-11-10,2020-11,1.72
27305,MBS 2009-11,2009-11-10,2020-10,4.32
27306,MBS 2009-11,2009-11-10,2020-09,0.0
27307,MBS 2009-11,2009-11-10,2020-08,3.55
27308,MBS 2009-11,2009-11-10,2020-07,3.84
27309,MBS 2009-11,2009-11-10,2020-06,0.0
27310,MBS 2009-11,2009-11-10,2020-05,0.64
27311,MBS 2009-11,2009-11-10,2020-04,0.0
27312,MBS 2009-11,2009-11-10,2020-03,0.0
27313,MBS 2009-11,2009-11-10,2020-02,0.0
27314,MBS 2009-11,2009-11-10,2020-01,0.0
27315,MBS 2009-11,2009-11-10,2019-12,0.91
27316,MBS 2009-11,2009-11-10,2019-11,3.62
27317,MBS 2009-11,2009-11-10,2019-10,3.33
27318,MBS 2009-11,2009-11-10,2019-09,3.47
27319,MBS 2009-11,2009-11-10,2019-08,3.81
27320,MBS 2009-11,2009-11-10,2019-07,0.2
27321,MBS 2009-11,2009-11-10,2019-06,0.0
27322,MBS 2009-11,2009-11-10,2019-05,6.49
27323,MBS 2009-11,2009-11-10,2019-04,2.34
27324,MBS 2009-11,2009-11-10,2019-03,3.13
27325,MBS 2009-11,2009-11-10,2019-02,0.0
27326,MBS 2009-11,2009-11-10,2019-01,0.0
27327,MBS 2009-11,2009-11-10,2018-12,1.77
27328,MBS 2009-11,2009-11-10,2018-11,0.52
27329,MBS 2009-11,2009-11-10,2018-10,1.28
27330,MBS 2009-11,2009-11-10,2018-09,0.0
